Namespace(seed=42, output_dir='./logs', demo=False, pretrained=False, train_lr=0.01, root='/home/lgd/Desktop/SNNFL/datasets', dataset='CIFAR10', num_workers=2, batch_size=64, num_sen=64, defense='dp', attack='gs', percent_num=70, layer_num=6, noise_name='Gaussian', loc=0.0, scale=0.001, per_adv=1, dcs_iter=1000, dcs_lr=0.1, lambda_xsim=0.01, lambda_zsim=0.01, epsilon=0.01, early_stop=True, xsim_thr=150.0, lambda_y=0.7, project=True, startpoint='none', mixup=True, precode_size=256, beta=0.001, aug_list='21-13-3+7-4-15', method='non-iid', TotalDevNum=10, DevNum=7, n_data=2000, Pro_dev=5, device_id=-1)
Currently evaluating -------------------------------:
CPUs: 24, GPUs: 1 on ubuntu.
GPU : NVIDIA GeForce RTX 4090
<class 'torchvision.datasets.cifar.CIFAR10'>
Device  7 	 Train loss 0.8851 	 LR 0.0099 	 Train images 4000 	 Round   1
Device  7 	 Train loss 0.8392 	 LR 0.0098 	 Train images 4000 	 Round   2
Device  7 	 Train loss 1.1734 	 LR 0.0097 	 Train images 4000 	 Round   3
Device  7 	 Train loss 1.0281 	 LR 0.0096 	 Train images 4000 	 Round   4
Device  7 	 Train loss 0.7580 	 LR 0.0095 	 Train images 4000 	 Round   5
Device  7 	 Train loss 0.7929 	 LR 0.0094 	 Train images 4000 	 Round   6
Device  7 	 Train loss 0.7186 	 LR 0.0093 	 Train images 4000 	 Round   7
Device  7 	 Train loss 0.8770 	 LR 0.0092 	 Train images 4000 	 Round   8
Device  7 	 Train loss 0.7257 	 LR 0.0091 	 Train images 4000 	 Round   9
Device  7 	 Train loss 0.8012 	 LR 0.0090 	 Train images 4000 	 Round  10
Device  7 	 Train loss 0.7711 	 LR 0.0090 	 Train images 4000 	 Round  11
Device  7 	 Train loss 0.7376 	 LR 0.0089 	 Train images 4000 	 Round  12
Device  7 	 Train loss 0.7024 	 LR 0.0088 	 Train images 4000 	 Round  13
Device  7 	 Train loss 0.7008 	 LR 0.0087 	 Train images 4000 	 Round  14
Device  7 	 Train loss 0.6652 	 LR 0.0086 	 Train images 4000 	 Round  15
Device  7 	 Train loss 0.7635 	 LR 0.0085 	 Train images 4000 	 Round  16
Device  7 	 Train loss 0.6586 	 LR 0.0084 	 Train images 4000 	 Round  17
Device  7 	 Train loss 0.7679 	 LR 0.0083 	 Train images 4000 	 Round  18
Device  7 	 Train loss 0.6325 	 LR 0.0083 	 Train images 4000 	 Round  19
Device  7 	 Train loss 0.6724 	 LR 0.0082 	 Train images 4000 	 Round  20
Device  7 	 Train loss 0.6399 	 LR 0.0081 	 Train images 4000 	 Round  21
Device  7 	 Train loss 0.6718 	 LR 0.0080 	 Train images 4000 	 Round  22
Device  7 	 Train loss 0.6229 	 LR 0.0079 	 Train images 4000 	 Round  23
Device  7 	 Train loss 0.6776 	 LR 0.0079 	 Train images 4000 	 Round  24
Device  7 	 Train loss 0.6254 	 LR 0.0078 	 Train images 4000 	 Round  25
Device  7 	 Train loss 0.6685 	 LR 0.0077 	 Train images 4000 	 Round  26
Device  7 	 Train loss 0.6018 	 LR 0.0076 	 Train images 4000 	 Round  27
Device  7 	 Train loss 0.6803 	 LR 0.0075 	 Train images 4000 	 Round  28
Device  7 	 Train loss 0.6076 	 LR 0.0075 	 Train images 4000 	 Round  29
Device  7 	 Train loss 0.8123 	 LR 0.0010 	 Train images 4000 	 Round  30
Device  7 	 Train loss 0.7100 	 LR 0.0010 	 Train images 4000 	 Round  31
Device  7 	 Train loss 0.7012 	 LR 0.0010 	 Train images 4000 	 Round  32
Device  7 	 Train loss 0.6932 	 LR 0.0010 	 Train images 4000 	 Round  33
Device  7 	 Train loss 0.6938 	 LR 0.0010 	 Train images 4000 	 Round  34
Device  7 	 Train loss 0.6928 	 LR 0.0010 	 Train images 4000 	 Round  35
Device  7 	 Train loss 0.6847 	 LR 0.0009 	 Train images 4000 	 Round  36
Device  7 	 Train loss 0.6844 	 LR 0.0009 	 Train images 4000 	 Round  37
Device  7 	 Train loss 0.6800 	 LR 0.0009 	 Train images 4000 	 Round  38
Device  7 	 Train loss 0.6717 	 LR 0.0009 	 Train images 4000 	 Round  39
Device  7 	 Train loss 0.6745 	 LR 0.0009 	 Train images 4000 	 Round  40
Device  7 	 Train loss 0.6733 	 LR 0.0009 	 Train images 4000 	 Round  41
Device  7 	 Train loss 0.6696 	 LR 0.0009 	 Train images 4000 	 Round  42
Device  7 	 Train loss 0.6624 	 LR 0.0009 	 Train images 4000 	 Round  43
Device  7 	 Train loss 0.6716 	 LR 0.0009 	 Train images 4000 	 Round  44
Device  7 	 Train loss 0.6644 	 LR 0.0009 	 Train images 4000 	 Round  45
Device  7 	 Train loss 0.6668 	 LR 0.0009 	 Train images 4000 	 Round  46
Device  7 	 Train loss 0.6588 	 LR 0.0008 	 Train images 4000 	 Round  47
Device  7 	 Train loss 0.6623 	 LR 0.0008 	 Train images 4000 	 Round  48
Device  7 	 Train loss 0.6565 	 LR 0.0008 	 Train images 4000 	 Round  49
Device  7 	 Train loss 0.6587 	 LR 0.0008 	 Train images 4000 	 Round  50
Defense dp on Dataset CIFAR10.
Finished computations with time: 0:17:19.054785

Namespace(seed=42, output_dir='./logs', demo=False, pretrained=False, train_lr=0.01, root='/home/lgd/Desktop/SNNFL/datasets', dataset='CIFAR10', num_workers=2, batch_size=64, num_sen=64, defense='dp', attack='gs', percent_num=70, layer_num=6, noise_name='Gaussian', loc=0.0, scale=0.001, per_adv=1, dcs_iter=1000, dcs_lr=0.1, lambda_xsim=0.01, lambda_zsim=0.01, epsilon=0.01, early_stop=True, xsim_thr=150.0, lambda_y=0.7, project=True, startpoint='none', mixup=True, precode_size=256, beta=0.001, aug_list='21-13-3+7-4-15', method='non-iid', TotalDevNum=10, DevNum=7, n_data=2000, Pro_dev=5, device_id=-1)
Currently evaluating -------------------------------:
CPUs: 24, GPUs: 1 on ubuntu.
GPU : NVIDIA GeForce RTX 4090
<class 'torchvision.datasets.cifar.CIFAR10'>
Device  7 	 Train loss 1.0522 	 LR 0.0099 	 Train images 4000 	 Round   1
Device  7 	 Train loss 0.7905 	 LR 0.0098 	 Train images 4000 	 Round   2
Device  7 	 Train loss 0.8211 	 LR 0.0097 	 Train images 4000 	 Round   3
Device  7 	 Train loss 0.8286 	 LR 0.0096 	 Train images 4000 	 Round   4
Device  7 	 Train loss 0.7203 	 LR 0.0095 	 Train images 4000 	 Round   5
Device  7 	 Train loss 0.8360 	 LR 0.0094 	 Train images 4000 	 Round   6
Device  7 	 Train loss 0.6732 	 LR 0.0093 	 Train images 4000 	 Round   7
Device  7 	 Train loss 0.7774 	 LR 0.0092 	 Train images 4000 	 Round   8
Device  7 	 Train loss 0.6534 	 LR 0.0091 	 Train images 4000 	 Round   9
Device  7 	 Train loss 0.7541 	 LR 0.0090 	 Train images 4000 	 Round  10
Device  7 	 Train loss 0.6405 	 LR 0.0090 	 Train images 4000 	 Round  11
Device  7 	 Train loss 0.7438 	 LR 0.0089 	 Train images 4000 	 Round  12
Device  7 	 Train loss 0.6445 	 LR 0.0088 	 Train images 4000 	 Round  13
Device  7 	 Train loss 0.7007 	 LR 0.0087 	 Train images 4000 	 Round  14
Device  7 	 Train loss 0.6427 	 LR 0.0086 	 Train images 4000 	 Round  15
Device  7 	 Train loss 0.6994 	 LR 0.0085 	 Train images 4000 	 Round  16
Device  7 	 Train loss 0.6251 	 LR 0.0084 	 Train images 4000 	 Round  17
Device  7 	 Train loss 0.6892 	 LR 0.0083 	 Train images 4000 	 Round  18
Device  7 	 Train loss 0.6204 	 LR 0.0083 	 Train images 4000 	 Round  19
Device  7 	 Train loss 0.6615 	 LR 0.0082 	 Train images 4000 	 Round  20
Device  7 	 Train loss 0.6185 	 LR 0.0081 	 Train images 4000 	 Round  21
Device  7 	 Train loss 0.6692 	 LR 0.0080 	 Train images 4000 	 Round  22
Device  7 	 Train loss 0.6145 	 LR 0.0079 	 Train images 4000 	 Round  23
Device  7 	 Train loss 0.6713 	 LR 0.0079 	 Train images 4000 	 Round  24
Device  7 	 Train loss 0.6029 	 LR 0.0078 	 Train images 4000 	 Round  25
Device  7 	 Train loss 0.6563 	 LR 0.0077 	 Train images 4000 	 Round  26
Device  7 	 Train loss 0.6004 	 LR 0.0076 	 Train images 4000 	 Round  27
Device  7 	 Train loss 0.6499 	 LR 0.0075 	 Train images 4000 	 Round  28
Device  7 	 Train loss 0.6085 	 LR 0.0075 	 Train images 4000 	 Round  29
Device  7 	 Train loss 0.7639 	 LR 0.0010 	 Train images 4000 	 Round  30
Device  7 	 Train loss 0.7141 	 LR 0.0010 	 Train images 4000 	 Round  31
Device  7 	 Train loss 0.7151 	 LR 0.0010 	 Train images 4000 	 Round  32
Device  7 	 Train loss 0.7080 	 LR 0.0010 	 Train images 4000 	 Round  33
Device  7 	 Train loss 0.7037 	 LR 0.0010 	 Train images 4000 	 Round  34
Device  7 	 Train loss 0.7028 	 LR 0.0010 	 Train images 4000 	 Round  35
Device  7 	 Train loss 0.7061 	 LR 0.0009 	 Train images 4000 	 Round  36
Device  7 	 Train loss 0.7080 	 LR 0.0009 	 Train images 4000 	 Round  37
Device  7 	 Train loss 0.6942 	 LR 0.0009 	 Train images 4000 	 Round  38
Device  7 	 Train loss 0.6958 	 LR 0.0009 	 Train images 4000 	 Round  39
Device  7 	 Train loss 0.6981 	 LR 0.0009 	 Train images 4000 	 Round  40
Device  7 	 Train loss 0.6961 	 LR 0.0009 	 Train images 4000 	 Round  41
Device  7 	 Train loss 0.6976 	 LR 0.0009 	 Train images 4000 	 Round  42
Device  7 	 Train loss 0.6934 	 LR 0.0009 	 Train images 4000 	 Round  43
Device  7 	 Train loss 0.7023 	 LR 0.0009 	 Train images 4000 	 Round  44
Device  7 	 Train loss 0.6914 	 LR 0.0009 	 Train images 4000 	 Round  45
Device  7 	 Train loss 0.6919 	 LR 0.0009 	 Train images 4000 	 Round  46
Device  7 	 Train loss 0.6910 	 LR 0.0008 	 Train images 4000 	 Round  47
Device  7 	 Train loss 0.6932 	 LR 0.0008 	 Train images 4000 	 Round  48
Device  7 	 Train loss 0.6904 	 LR 0.0008 	 Train images 4000 	 Round  49
Device  7 	 Train loss 0.6911 	 LR 0.0008 	 Train images 4000 	 Round  50
Defense dp on Dataset CIFAR10.
Finished computations with time: 0:17:16.439206

Namespace(seed=42, output_dir='./logs', demo=False, pretrained=False, train_lr=0.01, root='/home/lgd/Desktop/SNNFL/datasets', dataset='CIFAR10', num_workers=2, batch_size=64, num_sen=64, defense='dp', attack='gs', percent_num=70, layer_num=6, noise_name='Gaussian', loc=0.0, scale=0.001, per_adv=1, dcs_iter=1000, dcs_lr=0.1, lambda_xsim=0.01, lambda_zsim=0.01, epsilon=0.01, early_stop=True, xsim_thr=150.0, lambda_y=0.7, project=True, startpoint='none', mixup=True, precode_size=256, beta=0.001, aug_list='21-13-3+7-4-15', method='non-iid', TotalDevNum=10, DevNum=7, n_data=2000, Pro_dev=5, device_id=-1)
Currently evaluating -------------------------------:
CPUs: 24, GPUs: 1 on ubuntu.
GPU : NVIDIA GeForce RTX 4090
<class 'torchvision.datasets.cifar.CIFAR10'>
Device  7 	 Train loss 1.0522 	 LR 0.0099 	 Train images 4000 	 Round   1
Device  7 	 Train loss 0.7905 	 LR 0.0098 	 Train images 4000 	 Round   2
Device  7 	 Train loss 0.8211 	 LR 0.0097 	 Train images 4000 	 Round   3
Device  7 	 Train loss 0.8286 	 LR 0.0096 	 Train images 4000 	 Round   4
Device  7 	 Train loss 0.7203 	 LR 0.0095 	 Train images 4000 	 Round   5
Device  7 	 Train loss 0.8361 	 LR 0.0094 	 Train images 4000 	 Round   6
Device  7 	 Train loss 0.6732 	 LR 0.0093 	 Train images 4000 	 Round   7
Device  7 	 Train loss 0.7774 	 LR 0.0092 	 Train images 4000 	 Round   8
Device  7 	 Train loss 0.6534 	 LR 0.0091 	 Train images 4000 	 Round   9
Device  7 	 Train loss 0.7541 	 LR 0.0090 	 Train images 4000 	 Round  10
Device  7 	 Train loss 0.6405 	 LR 0.0090 	 Train images 4000 	 Round  11
Device  7 	 Train loss 0.7438 	 LR 0.0089 	 Train images 4000 	 Round  12
Device  7 	 Train loss 0.6445 	 LR 0.0088 	 Train images 4000 	 Round  13
Device  7 	 Train loss 0.7007 	 LR 0.0087 	 Train images 4000 	 Round  14
