Namespace(seed=40, output_dir='./logs', demo=False, pretrained=False, train_lr=0.01, root='/home/lgd/Desktop/SNNFL/datasets', dataset='MNIST', num_workers=2, batch_size=64, num_sen=64, defense='none', attack='gs', percent_num=70, layer_num=6, noise_name='Gaussian', loc=0.0, scale=0.01, per_adv=1, dcs_iter=1000, dcs_lr=0.1, lambda_xsim=0.01, lambda_zsim=0.01, epsilon=0.01, early_stop=True, xsim_thr=150.0, lambda_y=0.7, project=True, startpoint='none', mixup=True, precode_size=256, beta=0.001, aug_list='21-13-3+7-4-15', method='non-iid', TotalDevNum=10, DevNum=6, n_data=200, Pro_dev=5, device_id=-1)
Currently evaluating -------------------------------:
CPUs: 24, GPUs: 1 on ubuntu.
GPU : NVIDIA GeForce RTX 4090
<class 'torchvision.datasets.mnist.MNIST'>
Device  6 	 Train loss 3.1555 	 LR 0.0099 	 Train images 400 	 Round   1
Device  6 	 Train loss 0.3558 	 LR 0.0074 	 Train images 400 	 Round  30
Device  6 	 Train loss 0.3778 	 LR 0.0073 	 Train images 400 	 Round  31
Device  6 	 Train loss 0.4171 	 LR 0.0072 	 Train images 400 	 Round  32
Device  6 	 Train loss 0.3469 	 LR 0.0072 	 Train images 400 	 Round  33
Device  6 	 Train loss 0.4019 	 LR 0.0071 	 Train images 400 	 Round  34
Device  6 	 Train loss 0.3609 	 LR 0.0070 	 Train images 400 	 Round  35
Device  6 	 Train loss 0.3935 	 LR 0.0070 	 Train images 400 	 Round  36
Device  6 	 Train loss 0.3476 	 LR 0.0069 	 Train images 400 	 Round  37
Device  6 	 Train loss 0.3631 	 LR 0.0068 	 Train images 400 	 Round  38
Device  6 	 Train loss 0.3438 	 LR 0.0068 	 Train images 400 	 Round  39
Device  6 	 Train loss 0.3361 	 LR 0.0067 	 Train images 400 	 Round  40
Device  6 	 Train loss 0.3566 	 LR 0.0066 	 Train images 400 	 Round  41
Device  6 	 Train loss 0.3422 	 LR 0.0066 	 Train images 400 	 Round  42
Device  6 	 Train loss 0.3130 	 LR 0.0065 	 Train images 400 	 Round  43
Device  6 	 Train loss 0.4047 	 LR 0.0064 	 Train images 400 	 Round  44
Device  6 	 Train loss 0.3253 	 LR 0.0064 	 Train images 400 	 Round  45
Device  6 	 Train loss 0.3264 	 LR 0.0063 	 Train images 400 	 Round  46
Device  6 	 Train loss 0.3294 	 LR 0.0062 	 Train images 400 	 Round  47
Device  6 	 Train loss 0.2996 	 LR 0.0062 	 Train images 400 	 Round  48
Device  6 	 Train loss 0.3379 	 LR 0.0061 	 Train images 400 	 Round  49
Device  6 	 Train loss 0.3099 	 LR 0.0061 	 Train images 400 	 Round  50
Device  6 	 Train loss 0.2670 	 LR 0.0060 	 Train images 400 	 Round  51
Device  6 	 Train loss 0.3203 	 LR 0.0059 	 Train images 400 	 Round  52
Device  6 	 Train loss 0.3094 	 LR 0.0059 	 Train images 400 	 Round  53
Device  6 	 Train loss 0.2969 	 LR 0.0058 	 Train images 400 	 Round  54
Device  6 	 Train loss 0.2842 	 LR 0.0058 	 Train images 400 	 Round  55
Device  6 	 Train loss 0.3196 	 LR 0.0057 	 Train images 400 	 Round  56
Device  6 	 Train loss 0.2889 	 LR 0.0056 	 Train images 400 	 Round  57
Device  6 	 Train loss 0.2706 	 LR 0.0056 	 Train images 400 	 Round  58
Device  6 	 Train loss 0.2932 	 LR 0.0055 	 Train images 400 	 Round  59
Device  6 	 Train loss 0.2728 	 LR 0.0055 	 Train images 400 	 Round  60
Device  6 	 Train loss 0.2528 	 LR 0.0054 	 Train images 400 	 Round  61
Device  6 	 Train loss 0.2841 	 LR 0.0054 	 Train images 400 	 Round  62
Device  6 	 Train loss 0.3155 	 LR 0.0053 	 Train images 400 	 Round  63
Device  6 	 Train loss 0.2660 	 LR 0.0053 	 Train images 400 	 Round  64
Device  6 	 Train loss 0.2965 	 LR 0.0052 	 Train images 400 	 Round  65
Device  6 	 Train loss 0.2899 	 LR 0.0052 	 Train images 400 	 Round  66
Device  6 	 Train loss 0.2526 	 LR 0.0051 	 Train images 400 	 Round  67
Device  6 	 Train loss 0.2796 	 LR 0.0050 	 Train images 400 	 Round  68
Device  6 	 Train loss 0.2725 	 LR 0.0050 	 Train images 400 	 Round  69
Device  6 	 Train loss 0.2383 	 LR 0.0049 	 Train images 400 	 Round  70
Device  6 	 Train loss 0.2584 	 LR 0.0049 	 Train images 400 	 Round  71
Device  6 	 Train loss 0.2552 	 LR 0.0048 	 Train images 400 	 Round  72
Device  6 	 Train loss 0.2345 	 LR 0.0048 	 Train images 400 	 Round  73
Device  6 	 Train loss 0.2973 	 LR 0.0048 	 Train images 400 	 Round  74
Device  6 	 Train loss 0.2509 	 LR 0.0047 	 Train images 400 	 Round  75
Device  6 	 Train loss 0.2660 	 LR 0.0047 	 Train images 400 	 Round  76
Device  6 	 Train loss 0.2673 	 LR 0.0046 	 Train images 400 	 Round  77
Device  6 	 Train loss 0.2709 	 LR 0.0046 	 Train images 400 	 Round  78
Device  6 	 Train loss 0.2547 	 LR 0.0045 	 Train images 400 	 Round  79
Device  6 	 Train loss 0.2587 	 LR 0.0045 	 Train images 400 	 Round  80
Device  6 	 Train loss 0.2471 	 LR 0.0044 	 Train images 400 	 Round  81
Device  6 	 Train loss 0.2691 	 LR 0.0044 	 Train images 400 	 Round  82
Device  6 	 Train loss 0.2700 	 LR 0.0043 	 Train images 400 	 Round  83
Device  6 	 Train loss 0.2746 	 LR 0.0043 	 Train images 400 	 Round  84
Device  6 	 Train loss 0.2542 	 LR 0.0043 	 Train images 400 	 Round  85
Device  6 	 Train loss 0.2498 	 LR 0.0042 	 Train images 400 	 Round  86
Device  6 	 Train loss 0.2597 	 LR 0.0042 	 Train images 400 	 Round  87
Device  6 	 Train loss 0.2870 	 LR 0.0041 	 Train images 400 	 Round  88
Device  6 	 Train loss 0.2528 	 LR 0.0041 	 Train images 400 	 Round  89
Device  6 	 Train loss 0.2846 	 LR 0.0040 	 Train images 400 	 Round  90
Device  6 	 Train loss 0.2258 	 LR 0.0040 	 Train images 400 	 Round  91
Device  6 	 Train loss 0.2460 	 LR 0.0040 	 Train images 400 	 Round  92
Device  6 	 Train loss 0.2880 	 LR 0.0039 	 Train images 400 	 Round  93
Device  6 	 Train loss 0.2870 	 LR 0.0039 	 Train images 400 	 Round  94
Device  6 	 Train loss 0.2794 	 LR 0.0038 	 Train images 400 	 Round  95
Device  6 	 Train loss 0.2430 	 LR 0.0038 	 Train images 400 	 Round  96
Device  6 	 Train loss 0.2767 	 LR 0.0038 	 Train images 400 	 Round  97
Device  6 	 Train loss 0.2751 	 LR 0.0037 	 Train images 400 	 Round  98
Device  6 	 Train loss 0.2702 	 LR 0.0037 	 Train images 400 	 Round  99
Device  6 	 Train loss 0.2601 	 LR 0.0037 	 Train images 400 	 Round 100
Device  6 	 Train loss 0.2458 	 LR 0.0036 	 Train images 400 	 Round 101
Device  6 	 Train loss 0.2572 	 LR 0.0036 	 Train images 400 	 Round 102
Device  6 	 Train loss 0.2746 	 LR 0.0036 	 Train images 400 	 Round 103
Device  6 	 Train loss 0.2432 	 LR 0.0035 	 Train images 400 	 Round 104
Device  6 	 Train loss 0.2319 	 LR 0.0035 	 Train images 400 	 Round 105
Device  6 	 Train loss 0.2649 	 LR 0.0034 	 Train images 400 	 Round 106
Device  6 	 Train loss 0.2421 	 LR 0.0034 	 Train images 400 	 Round 107
Device  6 	 Train loss 0.2766 	 LR 0.0034 	 Train images 400 	 Round 108
Device  6 	 Train loss 0.2634 	 LR 0.0033 	 Train images 400 	 Round 109
Device  6 	 Train loss 0.2562 	 LR 0.0033 	 Train images 400 	 Round 110
Device  6 	 Train loss 0.2727 	 LR 0.0033 	 Train images 400 	 Round 111
Device  6 	 Train loss 0.2633 	 LR 0.0032 	 Train images 400 	 Round 112
Device  6 	 Train loss 0.2550 	 LR 0.0032 	 Train images 400 	 Round 113
Device  6 	 Train loss 0.2414 	 LR 0.0032 	 Train images 400 	 Round 114
Device  6 	 Train loss 0.2337 	 LR 0.0031 	 Train images 400 	 Round 115
Device  6 	 Train loss 0.2515 	 LR 0.0031 	 Train images 400 	 Round 116
Device  6 	 Train loss 0.2584 	 LR 0.0031 	 Train images 400 	 Round 117
Device  6 	 Train loss 0.2573 	 LR 0.0031 	 Train images 400 	 Round 118
Device  6 	 Train loss 0.2675 	 LR 0.0030 	 Train images 400 	 Round 119
Device  6 	 Train loss 0.2447 	 LR 0.0030 	 Train images 400 	 Round 120
Device  6 	 Train loss 0.2657 	 LR 0.0030 	 Train images 400 	 Round 121
Device  6 	 Train loss 0.2571 	 LR 0.0029 	 Train images 400 	 Round 122
Device  6 	 Train loss 0.2444 	 LR 0.0029 	 Train images 400 	 Round 123
Device  6 	 Train loss 0.2501 	 LR 0.0029 	 Train images 400 	 Round 124
Device  6 	 Train loss 0.2492 	 LR 0.0028 	 Train images 400 	 Round 125
Device  6 	 Train loss 0.2399 	 LR 0.0028 	 Train images 400 	 Round 126
Device  6 	 Train loss 0.2377 	 LR 0.0028 	 Train images 400 	 Round 127
Device  6 	 Train loss 0.2561 	 LR 0.0028 	 Train images 400 	 Round 128
Device  6 	 Train loss 0.2389 	 LR 0.0027 	 Train images 400 	 Round 129
Device  6 	 Train loss 0.2595 	 LR 0.0027 	 Train images 400 	 Round 130
Device  6 	 Train loss 0.2532 	 LR 0.0027 	 Train images 400 	 Round 131
Device  6 	 Train loss 0.2602 	 LR 0.0027 	 Train images 400 	 Round 132
Device  6 	 Train loss 0.2570 	 LR 0.0026 	 Train images 400 	 Round 133
Device  6 	 Train loss 0.2443 	 LR 0.0026 	 Train images 400 	 Round 134
Device  6 	 Train loss 0.2786 	 LR 0.0026 	 Train images 400 	 Round 135
Device  6 	 Train loss 0.2556 	 LR 0.0025 	 Train images 400 	 Round 136
Device  6 	 Train loss 0.2628 	 LR 0.0025 	 Train images 400 	 Round 137
Device  6 	 Train loss 0.2532 	 LR 0.0025 	 Train images 400 	 Round 138
Device  6 	 Train loss 0.2576 	 LR 0.0025 	 Train images 400 	 Round 139
Device  6 	 Train loss 0.2729 	 LR 0.0024 	 Train images 400 	 Round 140
Device  6 	 Train loss 0.2636 	 LR 0.0024 	 Train images 400 	 Round 141
Device  6 	 Train loss 0.2493 	 LR 0.0024 	 Train images 400 	 Round 142
Device  6 	 Train loss 0.2502 	 LR 0.0024 	 Train images 400 	 Round 143
Device  6 	 Train loss 0.2640 	 LR 0.0024 	 Train images 400 	 Round 144
Device  6 	 Train loss 0.2727 	 LR 0.0023 	 Train images 400 	 Round 145
Device  6 	 Train loss 0.2808 	 LR 0.0023 	 Train images 400 	 Round 146
Device  6 	 Train loss 0.2514 	 LR 0.0023 	 Train images 400 	 Round 147
Device  6 	 Train loss 0.2657 	 LR 0.0023 	 Train images 400 	 Round 148
Device  6 	 Train loss 0.2638 	 LR 0.0022 	 Train images 400 	 Round 149
Device  6 	 Train loss 0.2766 	 LR 0.0022 	 Train images 400 	 Round 150
Device  6 	 Train loss 0.2635 	 LR 0.0022 	 Train images 400 	 Round 151
Device  6 	 Train loss 0.2568 	 LR 0.0022 	 Train images 400 	 Round 152
Device  6 	 Train loss 0.2734 	 LR 0.0021 	 Train images 400 	 Round 153
Device  6 	 Train loss 0.2715 	 LR 0.0021 	 Train images 400 	 Round 154
Device  6 	 Train loss 0.2835 	 LR 0.0021 	 Train images 400 	 Round 155
Device  6 	 Train loss 0.2471 	 LR 0.0021 	 Train images 400 	 Round 156
Device  6 	 Train loss 0.2611 	 LR 0.0021 	 Train images 400 	 Round 157
Device  6 	 Train loss 0.2703 	 LR 0.0020 	 Train images 400 	 Round 158
Device  6 	 Train loss 0.2640 	 LR 0.0020 	 Train images 400 	 Round 159
Device  6 	 Train loss 0.2628 	 LR 0.0020 	 Train images 400 	 Round 160
Device  6 	 Train loss 0.2703 	 LR 0.0020 	 Train images 400 	 Round 161
Device  6 	 Train loss 0.2689 	 LR 0.0020 	 Train images 400 	 Round 162
Device  6 	 Train loss 0.2698 	 LR 0.0019 	 Train images 400 	 Round 163
Device  6 	 Train loss 0.2708 	 LR 0.0019 	 Train images 400 	 Round 164
Device  6 	 Train loss 0.2615 	 LR 0.0019 	 Train images 400 	 Round 165
Device  6 	 Train loss 0.2737 	 LR 0.0019 	 Train images 400 	 Round 166
Device  6 	 Train loss 0.2693 	 LR 0.0019 	 Train images 400 	 Round 167
Device  6 	 Train loss 0.2670 	 LR 0.0018 	 Train images 400 	 Round 168
Device  6 	 Train loss 0.2543 	 LR 0.0018 	 Train images 400 	 Round 169
Device  6 	 Train loss 0.2942 	 LR 0.0018 	 Train images 400 	 Round 170
Device  6 	 Train loss 0.2674 	 LR 0.0018 	 Train images 400 	 Round 171
Device  6 	 Train loss 0.2605 	 LR 0.0018 	 Train images 400 	 Round 172
Device  6 	 Train loss 0.2897 	 LR 0.0018 	 Train images 400 	 Round 173
Device  6 	 Train loss 0.2774 	 LR 0.0017 	 Train images 400 	 Round 174
Device  6 	 Train loss 0.2793 	 LR 0.0017 	 Train images 400 	 Round 175
Device  6 	 Train loss 0.2673 	 LR 0.0017 	 Train images 400 	 Round 176
Device  6 	 Train loss 0.2687 	 LR 0.0017 	 Train images 400 	 Round 177
Device  6 	 Train loss 0.2714 	 LR 0.0017 	 Train images 400 	 Round 178
Device  6 	 Train loss 0.2839 	 LR 0.0017 	 Train images 400 	 Round 179
Device  6 	 Train loss 0.2698 	 LR 0.0016 	 Train images 400 	 Round 180
Device  6 	 Train loss 0.2589 	 LR 0.0016 	 Train images 400 	 Round 181
Device  6 	 Train loss 0.2819 	 LR 0.0016 	 Train images 400 	 Round 182
Device  6 	 Train loss 0.2734 	 LR 0.0016 	 Train images 400 	 Round 183
Device  6 	 Train loss 0.2823 	 LR 0.0016 	 Train images 400 	 Round 184
Device  6 	 Train loss 0.2701 	 LR 0.0016 	 Train images 400 	 Round 185
Device  6 	 Train loss 0.2752 	 LR 0.0015 	 Train images 400 	 Round 186
Device  6 	 Train loss 0.2663 	 LR 0.0015 	 Train images 400 	 Round 187
Device  6 	 Train loss 0.2810 	 LR 0.0015 	 Train images 400 	 Round 188
Device  6 	 Train loss 0.2634 	 LR 0.0015 	 Train images 400 	 Round 189
Device  6 	 Train loss 0.2762 	 LR 0.0015 	 Train images 400 	 Round 190
Device  6 	 Train loss 0.2823 	 LR 0.0015 	 Train images 400 	 Round 191
Device  6 	 Train loss 0.2952 	 LR 0.0015 	 Train images 400 	 Round 192
Device  6 	 Train loss 0.2749 	 LR 0.0014 	 Train images 400 	 Round 193
Device  6 	 Train loss 0.2797 	 LR 0.0014 	 Train images 400 	 Round 194
Device  6 	 Train loss 0.2642 	 LR 0.0014 	 Train images 400 	 Round 195
Device  6 	 Train loss 0.2824 	 LR 0.0014 	 Train images 400 	 Round 196
Device  6 	 Train loss 0.2697 	 LR 0.0014 	 Train images 400 	 Round 197
Device  6 	 Train loss 0.2645 	 LR 0.0014 	 Train images 400 	 Round 198
Device  6 	 Train loss 0.2796 	 LR 0.0014 	 Train images 400 	 Round 199
Device  6 	 Train loss 0.2765 	 LR 0.0013 	 Train images 400 	 Round 200
Defense none on Dataset MNIST.
Finished computations with time: 0:06:09.643398

