Namespace(seed=42, output_dir='./logs', demo=False, pretrained=False, train_lr=0.01, root='/home/lgd/Desktop/SNNFL/datasets', dataset='CIFAR10', num_workers=2, batch_size=64, num_sen=64, defense='cp', attack='gs', percent_num=90, layer_num=6, noise_name='Gaussian', loc=0.0, scale=0.01, per_adv=1, dcs_iter=1000, dcs_lr=0.1, lambda_xsim=0.01, lambda_zsim=0.01, epsilon=0.01, early_stop=True, xsim_thr=150.0, lambda_y=0.7, project=True, startpoint='none', mixup=True, precode_size=256, beta=0.001, aug_list='21-13-3+7-4-15', method='non-iid', TotalDevNum=10, DevNum=1, n_data=2000, Pro_dev=5, device_id=-1)
Currently evaluating -------------------------------:
CPUs: 24, GPUs: 1 on ubuntu.
GPU : NVIDIA GeForce RTX 4090
<class 'torchvision.datasets.cifar.CIFAR10'>
Device  1 	 Train loss 0.8865 	 LR 0.0099 	 Train images 4000 	 Round   1
Device  1 	 Train loss 0.8502 	 LR 0.0098 	 Train images 4000 	 Round   2
Device  1 	 Train loss 0.6855 	 LR 0.0097 	 Train images 4000 	 Round   3
Device  1 	 Train loss 0.7372 	 LR 0.0096 	 Train images 4000 	 Round   4
Device  1 	 Train loss 0.5646 	 LR 0.0095 	 Train images 4000 	 Round   5
Device  1 	 Train loss 0.6427 	 LR 0.0094 	 Train images 4000 	 Round   6
Device  1 	 Train loss 0.5412 	 LR 0.0093 	 Train images 4000 	 Round   7
Device  1 	 Train loss 0.6645 	 LR 0.0092 	 Train images 4000 	 Round   8
Device  1 	 Train loss 0.5437 	 LR 0.0091 	 Train images 4000 	 Round   9
Device  1 	 Train loss 0.6322 	 LR 0.0090 	 Train images 4000 	 Round  10
Device  1 	 Train loss 0.5235 	 LR 0.0090 	 Train images 4000 	 Round  11
Device  1 	 Train loss 0.6604 	 LR 0.0089 	 Train images 4000 	 Round  12
Device  1 	 Train loss 0.5298 	 LR 0.0088 	 Train images 4000 	 Round  13
Device  1 	 Train loss 0.5962 	 LR 0.0087 	 Train images 4000 	 Round  14
Device  1 	 Train loss 0.5220 	 LR 0.0086 	 Train images 4000 	 Round  15
Device  1 	 Train loss 0.5900 	 LR 0.0085 	 Train images 4000 	 Round  16
Device  1 	 Train loss 0.5131 	 LR 0.0084 	 Train images 4000 	 Round  17
Device  1 	 Train loss 0.5767 	 LR 0.0083 	 Train images 4000 	 Round  18
Device  1 	 Train loss 0.5133 	 LR 0.0083 	 Train images 4000 	 Round  19
Device  1 	 Train loss 0.5579 	 LR 0.0082 	 Train images 4000 	 Round  20
Device  1 	 Train loss 0.5188 	 LR 0.0081 	 Train images 4000 	 Round  21
Device  1 	 Train loss 0.5475 	 LR 0.0080 	 Train images 4000 	 Round  22
Device  1 	 Train loss 0.5132 	 LR 0.0079 	 Train images 4000 	 Round  23
Device  1 	 Train loss 0.5766 	 LR 0.0079 	 Train images 4000 	 Round  24
Device  1 	 Train loss 0.5135 	 LR 0.0078 	 Train images 4000 	 Round  25
Device  1 	 Train loss 0.5531 	 LR 0.0077 	 Train images 4000 	 Round  26
Device  1 	 Train loss 0.4789 	 LR 0.0076 	 Train images 4000 	 Round  27
Device  1 	 Train loss 0.5382 	 LR 0.0075 	 Train images 4000 	 Round  28
Device  1 	 Train loss 0.4767 	 LR 0.0075 	 Train images 4000 	 Round  29
Device  1 	 Train loss 0.8015 	 LR 0.0010 	 Train images 4000 	 Round  30
