Namespace(seed=42, output_dir='./logs', demo=False, pretrained=False, train_lr=0.01, root='/home/lgd/Desktop/SNNFL/datasets', dataset='CIFAR10', num_workers=2, batch_size=64, num_sen=64, defense='dp', attack='gs', percent_num=70, layer_num=6, noise_name='Gaussian', loc=0.0, scale=0.001, per_adv=1, dcs_iter=1000, dcs_lr=0.1, lambda_xsim=0.01, lambda_zsim=0.01, epsilon=0.01, early_stop=True, xsim_thr=150.0, lambda_y=0.7, project=True, startpoint='none', mixup=True, precode_size=256, beta=0.001, aug_list='21-13-3+7-4-15', method='iid', TotalDevNum=10, DevNum=6, n_data=2000, Pro_dev=5, device_id=-1)
Currently evaluating -------------------------------:
CPUs: 24, GPUs: 1 on ubuntu.
GPU : NVIDIA GeForce RTX 4090
Device  6 	 Train loss 2.3923 	 LR 0.0099 	 Train images 1250 	 Round   1
Device  6 	 Train loss 2.0667 	 LR 0.0098 	 Train images 1250 	 Round   2
Device  6 	 Train loss 1.8483 	 LR 0.0097 	 Train images 1250 	 Round   3
Device  6 	 Train loss 1.7304 	 LR 0.0096 	 Train images 1250 	 Round   4
Device  6 	 Train loss 1.7129 	 LR 0.0095 	 Train images 1250 	 Round   5
Device  6 	 Train loss 1.6621 	 LR 0.0094 	 Train images 1250 	 Round   6
Device  6 	 Train loss 1.4456 	 LR 0.0093 	 Train images 1250 	 Round   7
Device  6 	 Train loss 1.3894 	 LR 0.0092 	 Train images 1250 	 Round   8
Device  6 	 Train loss 1.2223 	 LR 0.0091 	 Train images 1250 	 Round   9
Device  6 	 Train loss 1.2270 	 LR 0.0090 	 Train images 1250 	 Round  10
Device  6 	 Train loss 1.0994 	 LR 0.0090 	 Train images 1250 	 Round  11
Device  6 	 Train loss 1.0448 	 LR 0.0089 	 Train images 1250 	 Round  12
Device  6 	 Train loss 0.9028 	 LR 0.0088 	 Train images 1250 	 Round  13
Device  6 	 Train loss 0.8892 	 LR 0.0087 	 Train images 1250 	 Round  14
Device  6 	 Train loss 0.7395 	 LR 0.0086 	 Train images 1250 	 Round  15
Device  6 	 Train loss 0.6863 	 LR 0.0085 	 Train images 1250 	 Round  16
Device  6 	 Train loss 0.5890 	 LR 0.0084 	 Train images 1250 	 Round  17
Device  6 	 Train loss 0.5158 	 LR 0.0083 	 Train images 1250 	 Round  18
Device  6 	 Train loss 0.5464 	 LR 0.0083 	 Train images 1250 	 Round  19
Device  6 	 Train loss 0.5463 	 LR 0.0082 	 Train images 1250 	 Round  20
Device  6 	 Train loss 0.4293 	 LR 0.0081 	 Train images 1250 	 Round  21
Device  6 	 Train loss 0.4465 	 LR 0.0080 	 Train images 1250 	 Round  22
Device  6 	 Train loss 0.3288 	 LR 0.0079 	 Train images 1250 	 Round  23
Device  6 	 Train loss 0.2763 	 LR 0.0079 	 Train images 1250 	 Round  24
Device  6 	 Train loss 0.2238 	 LR 0.0078 	 Train images 1250 	 Round  25
Device  6 	 Train loss 0.2407 	 LR 0.0077 	 Train images 1250 	 Round  26
Device  6 	 Train loss 0.2240 	 LR 0.0076 	 Train images 1250 	 Round  27
Device  6 	 Train loss 0.1644 	 LR 0.0075 	 Train images 1250 	 Round  28
Device  6 	 Train loss 0.0827 	 LR 0.0075 	 Train images 1250 	 Round  29
Device  6 	 Train loss 0.0331 	 LR 0.0010 	 Train images 1250 	 Round  30
Device  6 	 Train loss 0.0260 	 LR 0.0010 	 Train images 1250 	 Round  31
Device  6 	 Train loss 0.0229 	 LR 0.0010 	 Train images 1250 	 Round  32
Device  6 	 Train loss 0.0234 	 LR 0.0010 	 Train images 1250 	 Round  33
Device  6 	 Train loss 0.0249 	 LR 0.0010 	 Train images 1250 	 Round  34
Device  6 	 Train loss 0.0198 	 LR 0.0010 	 Train images 1250 	 Round  35
Device  6 	 Train loss 0.0159 	 LR 0.0009 	 Train images 1250 	 Round  36
Device  6 	 Train loss 0.0153 	 LR 0.0009 	 Train images 1250 	 Round  37
Device  6 	 Train loss 0.0187 	 LR 0.0009 	 Train images 1250 	 Round  38
Device  6 	 Train loss 0.0168 	 LR 0.0009 	 Train images 1250 	 Round  39
Device  6 	 Train loss 0.0160 	 LR 0.0009 	 Train images 1250 	 Round  40
Device  6 	 Train loss 0.0137 	 LR 0.0009 	 Train images 1250 	 Round  41
Device  6 	 Train loss 0.0154 	 LR 0.0009 	 Train images 1250 	 Round  42
Device  6 	 Train loss 0.0146 	 LR 0.0009 	 Train images 1250 	 Round  43
Device  6 	 Train loss 0.0131 	 LR 0.0009 	 Train images 1250 	 Round  44
Device  6 	 Train loss 0.0126 	 LR 0.0009 	 Train images 1250 	 Round  45
Device  6 	 Train loss 0.0111 	 LR 0.0009 	 Train images 1250 	 Round  46
Device  6 	 Train loss 0.0125 	 LR 0.0008 	 Train images 1250 	 Round  47
Device  6 	 Train loss 0.0108 	 LR 0.0008 	 Train images 1250 	 Round  48
Device  6 	 Train loss 0.0123 	 LR 0.0008 	 Train images 1250 	 Round  49
Device  6 	 Train loss 0.0115 	 LR 0.0008 	 Train images 1250 	 Round  50
Defense dp on Dataset CIFAR10.
Finished computations with time: 0:11:15.371189

Namespace(seed=42, output_dir='./logs', demo=False, pretrained=False, train_lr=0.01, root='/home/lgd/Desktop/SNNFL/datasets', dataset='CIFAR10', num_workers=2, batch_size=64, num_sen=64, defense='dp', attack='gs', percent_num=70, layer_num=6, noise_name='Gaussian', loc=0.0, scale=0.001, per_adv=1, dcs_iter=1000, dcs_lr=0.1, lambda_xsim=0.01, lambda_zsim=0.01, epsilon=0.01, early_stop=True, xsim_thr=150.0, lambda_y=0.7, project=True, startpoint='none', mixup=True, precode_size=256, beta=0.001, aug_list='21-13-3+7-4-15', method='iid', TotalDevNum=10, DevNum=6, n_data=2000, Pro_dev=5, device_id=-1)
Currently evaluating -------------------------------:
CPUs: 24, GPUs: 1 on ubuntu.
GPU : NVIDIA GeForce RTX 4090
Device  6 	 Train loss 2.3923 	 LR 0.0099 	 Train images 1250 	 Round   1
Device  6 	 Train loss 2.0463 	 LR 0.0098 	 Train images 1250 	 Round   2
Device  6 	 Train loss 1.8482 	 LR 0.0097 	 Train images 1250 	 Round   3
Device  6 	 Train loss 1.7149 	 LR 0.0096 	 Train images 1250 	 Round   4
Device  6 	 Train loss 1.6334 	 LR 0.0095 	 Train images 1250 	 Round   5
Device  6 	 Train loss 1.6281 	 LR 0.0094 	 Train images 1250 	 Round   6
Device  6 	 Train loss 1.4824 	 LR 0.0093 	 Train images 1250 	 Round   7
Device  6 	 Train loss 1.3671 	 LR 0.0092 	 Train images 1250 	 Round   8
Device  6 	 Train loss 1.2507 	 LR 0.0091 	 Train images 1250 	 Round   9
Device  6 	 Train loss 1.1839 	 LR 0.0090 	 Train images 1250 	 Round  10
Device  6 	 Train loss 1.0907 	 LR 0.0090 	 Train images 1250 	 Round  11
Device  6 	 Train loss 0.9170 	 LR 0.0089 	 Train images 1250 	 Round  12
Device  6 	 Train loss 0.8762 	 LR 0.0088 	 Train images 1250 	 Round  13
Device  6 	 Train loss 0.8464 	 LR 0.0087 	 Train images 1250 	 Round  14
Device  6 	 Train loss 0.7644 	 LR 0.0086 	 Train images 1250 	 Round  15
Device  6 	 Train loss 0.6683 	 LR 0.0085 	 Train images 1250 	 Round  16
Device  6 	 Train loss 0.5741 	 LR 0.0084 	 Train images 1250 	 Round  17
Device  6 	 Train loss 0.5276 	 LR 0.0083 	 Train images 1250 	 Round  18
Device  6 	 Train loss 0.5076 	 LR 0.0083 	 Train images 1250 	 Round  19
Device  6 	 Train loss 0.4346 	 LR 0.0082 	 Train images 1250 	 Round  20
Device  6 	 Train loss 0.4310 	 LR 0.0081 	 Train images 1250 	 Round  21
Device  6 	 Train loss 0.5054 	 LR 0.0080 	 Train images 1250 	 Round  22
Device  6 	 Train loss 0.3383 	 LR 0.0079 	 Train images 1250 	 Round  23
Device  6 	 Train loss 0.2824 	 LR 0.0079 	 Train images 1250 	 Round  24
Device  6 	 Train loss 0.2915 	 LR 0.0078 	 Train images 1250 	 Round  25
Device  6 	 Train loss 0.2810 	 LR 0.0077 	 Train images 1250 	 Round  26
Device  6 	 Train loss 0.2824 	 LR 0.0076 	 Train images 1250 	 Round  27
Device  6 	 Train loss 0.2221 	 LR 0.0075 	 Train images 1250 	 Round  28
Device  6 	 Train loss 0.1296 	 LR 0.0075 	 Train images 1250 	 Round  29
Device  6 	 Train loss 0.0429 	 LR 0.0010 	 Train images 1250 	 Round  30
Device  6 	 Train loss 0.0287 	 LR 0.0010 	 Train images 1250 	 Round  31
Device  6 	 Train loss 0.0276 	 LR 0.0010 	 Train images 1250 	 Round  32
Device  6 	 Train loss 0.0243 	 LR 0.0010 	 Train images 1250 	 Round  33
Device  6 	 Train loss 0.0238 	 LR 0.0010 	 Train images 1250 	 Round  34
Device  6 	 Train loss 0.0222 	 LR 0.0010 	 Train images 1250 	 Round  35
Device  6 	 Train loss 0.0189 	 LR 0.0009 	 Train images 1250 	 Round  36
Device  6 	 Train loss 0.0167 	 LR 0.0009 	 Train images 1250 	 Round  37
Device  6 	 Train loss 0.0220 	 LR 0.0009 	 Train images 1250 	 Round  38
Device  6 	 Train loss 0.0170 	 LR 0.0009 	 Train images 1250 	 Round  39
Device  6 	 Train loss 0.0149 	 LR 0.0009 	 Train images 1250 	 Round  40
Device  6 	 Train loss 0.0155 	 LR 0.0009 	 Train images 1250 	 Round  41
Device  6 	 Train loss 0.0154 	 LR 0.0009 	 Train images 1250 	 Round  42
