Namespace(seed=42, output_dir='./logs', demo=False, pretrained=False, train_lr=0.01, root='/home/lgd/Desktop/SNNFL/datasets', dataset='CIFAR10', num_workers=2, batch_size=64, num_sen=64, defense='none', attack='gs', percent_num=70, layer_num=6, noise_name='Gaussian', loc=0.0, scale=0.01, per_adv=1, dcs_iter=1000, dcs_lr=0.1, lambda_xsim=0.01, lambda_zsim=0.01, epsilon=0.01, early_stop=True, xsim_thr=150.0, lambda_y=0.7, project=True, startpoint='none', mixup=True, precode_size=256, beta=0.001, aug_list='21-13-3+7-4-15', method='non-iid', TotalDevNum=10, DevNum=7, n_data=2000, Pro_dev=5, device_id=-1)
Currently evaluating -------------------------------:
CPUs: 24, GPUs: 1 on ubuntu.
GPU : NVIDIA GeForce RTX 4090
<class 'torchvision.datasets.cifar.CIFAR10'>
Device  7 	 Train loss 1.0522 	 LR 0.0099 	 Train images 4000 	 Round   1
Device  7 	 Train loss 0.7848 	 LR 0.0098 	 Train images 4000 	 Round   2
Device  7 	 Train loss 0.8958 	 LR 0.0097 	 Train images 4000 	 Round   3
Device  7 	 Train loss 0.8352 	 LR 0.0096 	 Train images 4000 	 Round   4
Device  7 	 Train loss 0.7504 	 LR 0.0095 	 Train images 4000 	 Round   5
Device  7 	 Train loss 0.8472 	 LR 0.0094 	 Train images 4000 	 Round   6
Device  7 	 Train loss 0.6805 	 LR 0.0093 	 Train images 4000 	 Round   7
Device  7 	 Train loss 0.7950 	 LR 0.0092 	 Train images 4000 	 Round   8
Device  7 	 Train loss 0.6638 	 LR 0.0091 	 Train images 4000 	 Round   9
Device  7 	 Train loss 0.7393 	 LR 0.0090 	 Train images 4000 	 Round  10
Device  7 	 Train loss 0.6581 	 LR 0.0090 	 Train images 4000 	 Round  11
Device  7 	 Train loss 0.7282 	 LR 0.0089 	 Train images 4000 	 Round  12
Device  7 	 Train loss 0.6714 	 LR 0.0088 	 Train images 4000 	 Round  13
Device  7 	 Train loss 0.6862 	 LR 0.0087 	 Train images 4000 	 Round  14
Device  7 	 Train loss 0.6708 	 LR 0.0086 	 Train images 4000 	 Round  15
Device  7 	 Train loss 0.6762 	 LR 0.0085 	 Train images 4000 	 Round  16
Device  7 	 Train loss 0.6589 	 LR 0.0084 	 Train images 4000 	 Round  17
Device  7 	 Train loss 0.6667 	 LR 0.0083 	 Train images 4000 	 Round  18
Device  7 	 Train loss 0.6549 	 LR 0.0083 	 Train images 4000 	 Round  19
Device  7 	 Train loss 0.6423 	 LR 0.0082 	 Train images 4000 	 Round  20
Device  7 	 Train loss 0.6552 	 LR 0.0081 	 Train images 4000 	 Round  21
Device  7 	 Train loss 0.6514 	 LR 0.0080 	 Train images 4000 	 Round  22
Device  7 	 Train loss 0.6482 	 LR 0.0079 	 Train images 4000 	 Round  23
Device  7 	 Train loss 0.6476 	 LR 0.0079 	 Train images 4000 	 Round  24
Device  7 	 Train loss 0.6352 	 LR 0.0078 	 Train images 4000 	 Round  25
Device  7 	 Train loss 0.6390 	 LR 0.0077 	 Train images 4000 	 Round  26
Device  7 	 Train loss 0.6294 	 LR 0.0076 	 Train images 4000 	 Round  27
Device  7 	 Train loss 0.6341 	 LR 0.0075 	 Train images 4000 	 Round  28
Device  7 	 Train loss 0.6415 	 LR 0.0075 	 Train images 4000 	 Round  29
Device  7 	 Train loss 0.7608 	 LR 0.0010 	 Train images 4000 	 Round  30
Device  7 	 Train loss 0.7375 	 LR 0.0010 	 Train images 4000 	 Round  31
Device  7 	 Train loss 0.7453 	 LR 0.0010 	 Train images 4000 	 Round  32
Device  7 	 Train loss 0.7360 	 LR 0.0010 	 Train images 4000 	 Round  33
Device  7 	 Train loss 0.7300 	 LR 0.0010 	 Train images 4000 	 Round  34
Device  7 	 Train loss 0.7283 	 LR 0.0010 	 Train images 4000 	 Round  35
Device  7 	 Train loss 0.7327 	 LR 0.0009 	 Train images 4000 	 Round  36
Device  7 	 Train loss 0.7327 	 LR 0.0009 	 Train images 4000 	 Round  37
Device  7 	 Train loss 0.7174 	 LR 0.0009 	 Train images 4000 	 Round  38
Device  7 	 Train loss 0.7190 	 LR 0.0009 	 Train images 4000 	 Round  39
Device  7 	 Train loss 0.7205 	 LR 0.0009 	 Train images 4000 	 Round  40
Device  7 	 Train loss 0.7167 	 LR 0.0009 	 Train images 4000 	 Round  41
Device  7 	 Train loss 0.7194 	 LR 0.0009 	 Train images 4000 	 Round  42
Device  7 	 Train loss 0.7108 	 LR 0.0009 	 Train images 4000 	 Round  43
Device  7 	 Train loss 0.7240 	 LR 0.0009 	 Train images 4000 	 Round  44
Device  7 	 Train loss 0.7104 	 LR 0.0009 	 Train images 4000 	 Round  45
Device  7 	 Train loss 0.7109 	 LR 0.0009 	 Train images 4000 	 Round  46
Device  7 	 Train loss 0.7108 	 LR 0.0008 	 Train images 4000 	 Round  47
Device  7 	 Train loss 0.7123 	 LR 0.0008 	 Train images 4000 	 Round  48
Device  7 	 Train loss 0.7091 	 LR 0.0008 	 Train images 4000 	 Round  49
Device  7 	 Train loss 0.7085 	 LR 0.0008 	 Train images 4000 	 Round  50
Defense none on Dataset CIFAR10.
Finished computations with time: 0:08:09.366641

Namespace(seed=42, output_dir='./logs', demo=False, pretrained=False, train_lr=0.01, root='/home/lgd/Desktop/SNNFL/datasets', dataset='CIFAR10', num_workers=2, batch_size=64, num_sen=64, defense='none', attack='gs', percent_num=70, layer_num=6, noise_name='Gaussian', loc=0.0, scale=0.01, per_adv=1, dcs_iter=1000, dcs_lr=0.1, lambda_xsim=0.01, lambda_zsim=0.01, epsilon=0.01, early_stop=True, xsim_thr=150.0, lambda_y=0.7, project=True, startpoint='none', mixup=True, precode_size=256, beta=0.001, aug_list='21-13-3+7-4-15', method='non-iid', TotalDevNum=10, DevNum=7, n_data=2000, Pro_dev=5, device_id=-1)
Currently evaluating -------------------------------:
CPUs: 24, GPUs: 1 on ubuntu.
GPU : NVIDIA GeForce RTX 4090
<class 'torchvision.datasets.cifar.CIFAR10'>
Device  7 	 Train loss 0.8851 	 LR 0.0099 	 Train images 4000 	 Round   1
Device  7 	 Train loss 0.8274 	 LR 0.0098 	 Train images 4000 	 Round   2
Device  7 	 Train loss 1.0437 	 LR 0.0097 	 Train images 4000 	 Round   3
Device  7 	 Train loss 0.8406 	 LR 0.0096 	 Train images 4000 	 Round   4
Device  7 	 Train loss 0.6617 	 LR 0.0095 	 Train images 4000 	 Round   5
Device  7 	 Train loss 1.0076 	 LR 0.0094 	 Train images 4000 	 Round   6
Device  7 	 Train loss 0.7980 	 LR 0.0093 	 Train images 4000 	 Round   7
Device  7 	 Train loss 0.7230 	 LR 0.0092 	 Train images 4000 	 Round   8
Device  7 	 Train loss 0.9204 	 LR 0.0091 	 Train images 4000 	 Round   9
Device  7 	 Train loss 0.7463 	 LR 0.0090 	 Train images 4000 	 Round  10
Device  7 	 Train loss 0.7927 	 LR 0.0090 	 Train images 4000 	 Round  11
Device  7 	 Train loss 0.8319 	 LR 0.0089 	 Train images 4000 	 Round  12
Device  7 	 Train loss 0.7724 	 LR 0.0088 	 Train images 4000 	 Round  13
Device  7 	 Train loss 0.7278 	 LR 0.0087 	 Train images 4000 	 Round  14
Device  7 	 Train loss 0.7171 	 LR 0.0086 	 Train images 4000 	 Round  15
Device  7 	 Train loss 0.7545 	 LR 0.0085 	 Train images 4000 	 Round  16
Device  7 	 Train loss 0.7241 	 LR 0.0084 	 Train images 4000 	 Round  17
Device  7 	 Train loss 0.7380 	 LR 0.0083 	 Train images 4000 	 Round  18
Device  7 	 Train loss 0.7010 	 LR 0.0083 	 Train images 4000 	 Round  19
Device  7 	 Train loss 0.7138 	 LR 0.0082 	 Train images 4000 	 Round  20
Device  7 	 Train loss 0.6815 	 LR 0.0081 	 Train images 4000 	 Round  21
Device  7 	 Train loss 0.7299 	 LR 0.0080 	 Train images 4000 	 Round  22
Device  7 	 Train loss 0.6979 	 LR 0.0079 	 Train images 4000 	 Round  23
Device  7 	 Train loss 0.7335 	 LR 0.0079 	 Train images 4000 	 Round  24
Device  7 	 Train loss 0.7128 	 LR 0.0078 	 Train images 4000 	 Round  25
Device  7 	 Train loss 0.6988 	 LR 0.0077 	 Train images 4000 	 Round  26
Device  7 	 Train loss 0.6524 	 LR 0.0076 	 Train images 4000 	 Round  27
Device  7 	 Train loss 0.6768 	 LR 0.0075 	 Train images 4000 	 Round  28
Device  7 	 Train loss 0.6858 	 LR 0.0075 	 Train images 4000 	 Round  29
Device  7 	 Train loss 0.7570 	 LR 0.0010 	 Train images 4000 	 Round  30
Device  7 	 Train loss 0.7544 	 LR 0.0010 	 Train images 4000 	 Round  31
Device  7 	 Train loss 0.7613 	 LR 0.0010 	 Train images 4000 	 Round  32
Device  7 	 Train loss 0.7464 	 LR 0.0010 	 Train images 4000 	 Round  33
Device  7 	 Train loss 0.7482 	 LR 0.0010 	 Train images 4000 	 Round  34
Device  7 	 Train loss 0.7409 	 LR 0.0010 	 Train images 4000 	 Round  35
Device  7 	 Train loss 0.7449 	 LR 0.0009 	 Train images 4000 	 Round  36
Device  7 	 Train loss 0.7462 	 LR 0.0009 	 Train images 4000 	 Round  37
Device  7 	 Train loss 0.7314 	 LR 0.0009 	 Train images 4000 	 Round  38
Device  7 	 Train loss 0.7309 	 LR 0.0009 	 Train images 4000 	 Round  39
Device  7 	 Train loss 0.7317 	 LR 0.0009 	 Train images 4000 	 Round  40
Device  7 	 Train loss 0.7268 	 LR 0.0009 	 Train images 4000 	 Round  41
Device  7 	 Train loss 0.7229 	 LR 0.0009 	 Train images 4000 	 Round  42
Device  7 	 Train loss 0.7203 	 LR 0.0009 	 Train images 4000 	 Round  43
Device  7 	 Train loss 0.7234 	 LR 0.0009 	 Train images 4000 	 Round  44
Device  7 	 Train loss 0.7203 	 LR 0.0009 	 Train images 4000 	 Round  45
Device  7 	 Train loss 0.7194 	 LR 0.0009 	 Train images 4000 	 Round  46
Device  7 	 Train loss 0.7097 	 LR 0.0008 	 Train images 4000 	 Round  47
Device  7 	 Train loss 0.7256 	 LR 0.0008 	 Train images 4000 	 Round  48
Device  7 	 Train loss 0.7105 	 LR 0.0008 	 Train images 4000 	 Round  49
Device  7 	 Train loss 0.7174 	 LR 0.0008 	 Train images 4000 	 Round  50
Defense none on Dataset CIFAR10.
Finished computations with time: 0:08:10.453726

Namespace(seed=40, output_dir='./logs', demo=False, pretrained=False, train_lr=0.01, root='/home/lgd/Desktop/SNNFL/datasets', dataset='CIFAR10', num_workers=2, batch_size=64, num_sen=64, defense='none', attack='gs', percent_num=70, layer_num=6, noise_name='Gaussian', loc=0.0, scale=0.01, per_adv=1, dcs_iter=1000, dcs_lr=0.1, lambda_xsim=0.01, lambda_zsim=0.01, epsilon=0.01, early_stop=True, xsim_thr=150.0, lambda_y=0.7, project=True, startpoint='none', mixup=True, precode_size=256, beta=0.001, aug_list='21-13-3+7-4-15', method='non-iid', TotalDevNum=10, DevNum=7, n_data=2000, Pro_dev=5, device_id=-1)
Currently evaluating -------------------------------:
CPUs: 24, GPUs: 1 on ubuntu.
GPU : NVIDIA GeForce RTX 4090
<class 'torchvision.datasets.cifar.CIFAR10'>
Device  7 	 Train loss 1.0708 	 LR 0.0099 	 Train images 4000 	 Round   1
Device  7 	 Train loss 0.7145 	 LR 0.0098 	 Train images 4000 	 Round   2
Device  7 	 Train loss 0.7863 	 LR 0.0097 	 Train images 4000 	 Round   3
Device  7 	 Train loss 0.6956 	 LR 0.0096 	 Train images 4000 	 Round   4
Device  7 	 Train loss 0.7085 	 LR 0.0095 	 Train images 4000 	 Round   5
Device  7 	 Train loss 0.6657 	 LR 0.0094 	 Train images 4000 	 Round   6
Device  7 	 Train loss 0.6535 	 LR 0.0093 	 Train images 4000 	 Round   7
Device  7 	 Train loss 0.6347 	 LR 0.0092 	 Train images 4000 	 Round   8
Device  7 	 Train loss 0.6724 	 LR 0.0091 	 Train images 4000 	 Round   9
Device  7 	 Train loss 0.6450 	 LR 0.0090 	 Train images 4000 	 Round  10
Device  7 	 Train loss 0.7188 	 LR 0.0090 	 Train images 4000 	 Round  11
Device  7 	 Train loss 0.6466 	 LR 0.0089 	 Train images 4000 	 Round  12
Device  7 	 Train loss 0.6960 	 LR 0.0088 	 Train images 4000 	 Round  13
Device  7 	 Train loss 0.6179 	 LR 0.0087 	 Train images 4000 	 Round  14
Device  7 	 Train loss 0.6720 	 LR 0.0086 	 Train images 4000 	 Round  15
Device  7 	 Train loss 0.5936 	 LR 0.0085 	 Train images 4000 	 Round  16
Device  7 	 Train loss 0.6737 	 LR 0.0084 	 Train images 4000 	 Round  17
Device  7 	 Train loss 0.5851 	 LR 0.0083 	 Train images 4000 	 Round  18
Device  7 	 Train loss 0.6591 	 LR 0.0083 	 Train images 4000 	 Round  19
Device  7 	 Train loss 0.5866 	 LR 0.0082 	 Train images 4000 	 Round  20
Device  7 	 Train loss 0.6452 	 LR 0.0081 	 Train images 4000 	 Round  21
Device  7 	 Train loss 0.5823 	 LR 0.0080 	 Train images 4000 	 Round  22
Device  7 	 Train loss 0.6412 	 LR 0.0079 	 Train images 4000 	 Round  23
Device  7 	 Train loss 0.5771 	 LR 0.0079 	 Train images 4000 	 Round  24
Device  7 	 Train loss 0.6297 	 LR 0.0078 	 Train images 4000 	 Round  25
Device  7 	 Train loss 0.5797 	 LR 0.0077 	 Train images 4000 	 Round  26
Device  7 	 Train loss 0.6261 	 LR 0.0076 	 Train images 4000 	 Round  27
Device  7 	 Train loss 0.5686 	 LR 0.0075 	 Train images 4000 	 Round  28
Device  7 	 Train loss 0.6138 	 LR 0.0075 	 Train images 4000 	 Round  29
Device  7 	 Train loss 0.7094 	 LR 0.0010 	 Train images 4000 	 Round  30
Device  7 	 Train loss 0.7178 	 LR 0.0010 	 Train images 4000 	 Round  31
Device  7 	 Train loss 0.7204 	 LR 0.0010 	 Train images 4000 	 Round  32
Device  7 	 Train loss 0.7102 	 LR 0.0010 	 Train images 4000 	 Round  33
Device  7 	 Train loss 0.7022 	 LR 0.0010 	 Train images 4000 	 Round  34
Device  7 	 Train loss 0.6959 	 LR 0.0010 	 Train images 4000 	 Round  35
Device  7 	 Train loss 0.6921 	 LR 0.0009 	 Train images 4000 	 Round  36
Device  7 	 Train loss 0.6879 	 LR 0.0009 	 Train images 4000 	 Round  37
Device  7 	 Train loss 0.6855 	 LR 0.0009 	 Train images 4000 	 Round  38
Device  7 	 Train loss 0.6814 	 LR 0.0009 	 Train images 4000 	 Round  39
Device  7 	 Train loss 0.6790 	 LR 0.0009 	 Train images 4000 	 Round  40
Device  7 	 Train loss 0.6802 	 LR 0.0009 	 Train images 4000 	 Round  41
Device  7 	 Train loss 0.6770 	 LR 0.0009 	 Train images 4000 	 Round  42
Device  7 	 Train loss 0.6756 	 LR 0.0009 	 Train images 4000 	 Round  43
Device  7 	 Train loss 0.6765 	 LR 0.0009 	 Train images 4000 	 Round  44
Device  7 	 Train loss 0.6660 	 LR 0.0009 	 Train images 4000 	 Round  45
Device  7 	 Train loss 0.6718 	 LR 0.0009 	 Train images 4000 	 Round  46
Device  7 	 Train loss 0.6744 	 LR 0.0008 	 Train images 4000 	 Round  47
Device  7 	 Train loss 0.6743 	 LR 0.0008 	 Train images 4000 	 Round  48
Device  7 	 Train loss 0.6699 	 LR 0.0008 	 Train images 4000 	 Round  49
Device  7 	 Train loss 0.6698 	 LR 0.0008 	 Train images 4000 	 Round  50
Defense none on Dataset CIFAR10.
Finished computations with time: 0:08:12.754216

Namespace(seed=40, output_dir='./logs', demo=False, pretrained=False, train_lr=0.01, root='/home/lgd/Desktop/SNNFL/datasets', dataset='CIFAR10', num_workers=2, batch_size=64, num_sen=64, defense='none', attack='gs', percent_num=70, layer_num=6, noise_name='Gaussian', loc=0.0, scale=0.01, per_adv=1, dcs_iter=1000, dcs_lr=0.1, lambda_xsim=0.01, lambda_zsim=0.01, epsilon=0.01, early_stop=True, xsim_thr=150.0, lambda_y=0.7, project=True, startpoint='none', mixup=True, precode_size=256, beta=0.001, aug_list='21-13-3+7-4-15', method='non-iid', TotalDevNum=10, DevNum=7, n_data=2000, Pro_dev=5, device_id=-1)
Currently evaluating -------------------------------:
CPUs: 24, GPUs: 1 on ubuntu.
GPU : NVIDIA GeForce RTX 4090
<class 'torchvision.datasets.cifar.CIFAR10'>
Device  7 	 Train loss 0.8679 	 LR 0.0099 	 Train images 4000 	 Round   1
Device  7 	 Train loss 0.7655 	 LR 0.0098 	 Train images 4000 	 Round   2
Device  7 	 Train loss 0.8834 	 LR 0.0097 	 Train images 4000 	 Round   3
Device  7 	 Train loss 0.6938 	 LR 0.0096 	 Train images 4000 	 Round   4
Device  7 	 Train loss 0.7206 	 LR 0.0095 	 Train images 4000 	 Round   5
Device  7 	 Train loss 0.6757 	 LR 0.0094 	 Train images 4000 	 Round   6
