Namespace(seed=42, output_dir='./logs', demo=False, pretrained=True, train_lr=0.01, root='/home/lgd/Desktop/SNNFL/datasets', dataset='TinyImageNet', num_workers=2, batch_size=32, num_sen=64, defense='none', attack='gs', percent_num=70, layer_num=6, noise_name='Gaussian', loc=0.0, scale=0.01, per_adv=1, dcs_iter=1000, dcs_lr=0.1, lambda_xsim=0.01, lambda_zsim=0.01, epsilon=0.01, early_stop=True, xsim_thr=150.0, lambda_y=0.7, project=True, startpoint='none', mixup=True, precode_size=256, beta=0.001, aug_list='21-13-3+7-4-15', method='iid', TotalDevNum=10, DevNum=4, n_data=2000, Pro_dev=5, device_id=-1)
Currently evaluating -------------------------------:
CPUs: 24, GPUs: 1 on ubuntu.
GPU : NVIDIA GeForce RTX 4090
Device  4 	 Train loss 5.2038 	 LR 0.0099 	 Train images 2000 	 Round   1
Device  4 	 Train loss 3.7568 	 LR 0.0098 	 Train images 2000 	 Round   2
Device  4 	 Train loss 2.7788 	 LR 0.0097 	 Train images 2000 	 Round   3
Device  4 	 Train loss 2.2056 	 LR 0.0096 	 Train images 2000 	 Round   4
Device  4 	 Train loss 1.8213 	 LR 0.0095 	 Train images 2000 	 Round   5
Device  4 	 Train loss 1.5319 	 LR 0.0094 	 Train images 2000 	 Round   6
Device  4 	 Train loss 1.2978 	 LR 0.0093 	 Train images 2000 	 Round   7
Device  4 	 Train loss 1.1230 	 LR 0.0092 	 Train images 2000 	 Round   8
Device  4 	 Train loss 0.9348 	 LR 0.0091 	 Train images 2000 	 Round   9
Device  4 	 Train loss 0.8366 	 LR 0.0090 	 Train images 2000 	 Round  10
Device  4 	 Train loss 0.6495 	 LR 0.0090 	 Train images 2000 	 Round  11
Device  4 	 Train loss 0.5145 	 LR 0.0089 	 Train images 2000 	 Round  12
Device  4 	 Train loss 0.4647 	 LR 0.0088 	 Train images 2000 	 Round  13
Device  4 	 Train loss 0.3365 	 LR 0.0087 	 Train images 2000 	 Round  14
Device  4 	 Train loss 0.2405 	 LR 0.0086 	 Train images 2000 	 Round  15
Device  4 	 Train loss 0.1775 	 LR 0.0085 	 Train images 2000 	 Round  16
Device  4 	 Train loss 0.1311 	 LR 0.0084 	 Train images 2000 	 Round  17
Device  4 	 Train loss 0.1039 	 LR 0.0083 	 Train images 2000 	 Round  18
Device  4 	 Train loss 0.0763 	 LR 0.0083 	 Train images 2000 	 Round  19
Device  4 	 Train loss 0.0644 	 LR 0.0082 	 Train images 2000 	 Round  20
Device  4 	 Train loss 0.0542 	 LR 0.0081 	 Train images 2000 	 Round  21
Device  4 	 Train loss 0.0458 	 LR 0.0080 	 Train images 2000 	 Round  22
Device  4 	 Train loss 0.0421 	 LR 0.0079 	 Train images 2000 	 Round  23
Device  4 	 Train loss 0.0365 	 LR 0.0079 	 Train images 2000 	 Round  24
Device  4 	 Train loss 0.0341 	 LR 0.0078 	 Train images 2000 	 Round  25
Device  4 	 Train loss 0.0311 	 LR 0.0077 	 Train images 2000 	 Round  26
Device  4 	 Train loss 0.0272 	 LR 0.0076 	 Train images 2000 	 Round  27
Device  4 	 Train loss 0.0271 	 LR 0.0075 	 Train images 2000 	 Round  28
Device  4 	 Train loss 0.0242 	 LR 0.0075 	 Train images 2000 	 Round  29
Device  4 	 Train loss 0.0218 	 LR 0.0074 	 Train images 2000 	 Round  30
Device  4 	 Train loss 0.0234 	 LR 0.0073 	 Train images 2000 	 Round  31
Device  4 	 Train loss 0.0211 	 LR 0.0072 	 Train images 2000 	 Round  32
Device  4 	 Train loss 0.0213 	 LR 0.0072 	 Train images 2000 	 Round  33
Device  4 	 Train loss 0.0192 	 LR 0.0071 	 Train images 2000 	 Round  34
Device  4 	 Train loss 0.0163 	 LR 0.0070 	 Train images 2000 	 Round  35
Device  4 	 Train loss 0.0161 	 LR 0.0070 	 Train images 2000 	 Round  36
Device  4 	 Train loss 0.0158 	 LR 0.0069 	 Train images 2000 	 Round  37
Device  4 	 Train loss 0.0159 	 LR 0.0068 	 Train images 2000 	 Round  38
Device  4 	 Train loss 0.0147 	 LR 0.0068 	 Train images 2000 	 Round  39
Device  4 	 Train loss 0.0144 	 LR 0.0067 	 Train images 2000 	 Round  40
Device  4 	 Train loss 0.0135 	 LR 0.0066 	 Train images 2000 	 Round  41
Device  4 	 Train loss 0.0141 	 LR 0.0066 	 Train images 2000 	 Round  42
Device  4 	 Train loss 0.0125 	 LR 0.0065 	 Train images 2000 	 Round  43
Device  4 	 Train loss 0.0120 	 LR 0.0064 	 Train images 2000 	 Round  44
Device  4 	 Train loss 0.0116 	 LR 0.0064 	 Train images 2000 	 Round  45
Device  4 	 Train loss 0.0120 	 LR 0.0063 	 Train images 2000 	 Round  46
Device  4 	 Train loss 0.0116 	 LR 0.0062 	 Train images 2000 	 Round  47
Device  4 	 Train loss 0.0102 	 LR 0.0062 	 Train images 2000 	 Round  48
Device  4 	 Train loss 0.0101 	 LR 0.0061 	 Train images 2000 	 Round  49
Device  4 	 Train loss 0.0106 	 LR 0.0061 	 Train images 2000 	 Round  50
Defense none on Dataset TinyImageNet.
Finished computations with time: 0:28:13.338883

Namespace(seed=42, output_dir='./logs', demo=False, pretrained=True, train_lr=0.01, root='/home/lgd/Desktop/SNNFL/datasets', dataset='TinyImageNet', num_workers=2, batch_size=32, num_sen=64, defense='none', attack='gs', percent_num=70, layer_num=6, noise_name='Gaussian', loc=0.0, scale=0.01, per_adv=1, dcs_iter=1000, dcs_lr=0.1, lambda_xsim=0.01, lambda_zsim=0.01, epsilon=0.01, early_stop=True, xsim_thr=150.0, lambda_y=0.7, project=True, startpoint='none', mixup=True, precode_size=256, beta=0.001, aug_list='21-13-3+7-4-15', method='iid', TotalDevNum=10, DevNum=4, n_data=2000, Pro_dev=5, device_id=-1)
Currently evaluating -------------------------------:
CPUs: 24, GPUs: 1 on ubuntu.
GPU : NVIDIA GeForce RTX 4090
Device  4 	 Train loss 5.5630 	 LR 0.0099 	 Train images 2000 	 Round   1
Device  4 	 Train loss 5.5058 	 LR 0.0098 	 Train images 2000 	 Round   2
Device  4 	 Train loss 5.4107 	 LR 0.0097 	 Train images 2000 	 Round   3
Device  4 	 Train loss 5.2961 	 LR 0.0096 	 Train images 2000 	 Round   4
Device  4 	 Train loss 5.2063 	 LR 0.0095 	 Train images 2000 	 Round   5
Device  4 	 Train loss 5.1447 	 LR 0.0094 	 Train images 2000 	 Round   6
Device  4 	 Train loss 5.0254 	 LR 0.0093 	 Train images 2000 	 Round   7
Device  4 	 Train loss 4.9649 	 LR 0.0092 	 Train images 2000 	 Round   8
Device  4 	 Train loss 4.8677 	 LR 0.0091 	 Train images 2000 	 Round   9
Device  4 	 Train loss 4.8007 	 LR 0.0090 	 Train images 2000 	 Round  10
Device  4 	 Train loss 4.7041 	 LR 0.0090 	 Train images 2000 	 Round  11
Device  4 	 Train loss 4.6520 	 LR 0.0089 	 Train images 2000 	 Round  12
Device  4 	 Train loss 4.5453 	 LR 0.0088 	 Train images 2000 	 Round  13
Device  4 	 Train loss 4.4946 	 LR 0.0087 	 Train images 2000 	 Round  14
Device  4 	 Train loss 4.4483 	 LR 0.0086 	 Train images 2000 	 Round  15
Device  4 	 Train loss 4.3821 	 LR 0.0085 	 Train images 2000 	 Round  16
Device  4 	 Train loss 4.2905 	 LR 0.0084 	 Train images 2000 	 Round  17
Device  4 	 Train loss 4.2837 	 LR 0.0083 	 Train images 2000 	 Round  18
Device  4 	 Train loss 4.1798 	 LR 0.0083 	 Train images 2000 	 Round  19
Device  4 	 Train loss 4.1627 	 LR 0.0082 	 Train images 2000 	 Round  20
Device  4 	 Train loss 4.0770 	 LR 0.0081 	 Train images 2000 	 Round  21
Device  4 	 Train loss 4.0027 	 LR 0.0080 	 Train images 2000 	 Round  22
Device  4 	 Train loss 3.9310 	 LR 0.0079 	 Train images 2000 	 Round  23
Device  4 	 Train loss 3.9162 	 LR 0.0079 	 Train images 2000 	 Round  24
Device  4 	 Train loss 3.8393 	 LR 0.0078 	 Train images 2000 	 Round  25
Device  4 	 Train loss 3.8415 	 LR 0.0077 	 Train images 2000 	 Round  26
Device  4 	 Train loss 3.7581 	 LR 0.0076 	 Train images 2000 	 Round  27
Device  4 	 Train loss 3.7155 	 LR 0.0075 	 Train images 2000 	 Round  28
Device  4 	 Train loss 3.6128 	 LR 0.0075 	 Train images 2000 	 Round  29
Device  4 	 Train loss 3.6007 	 LR 0.0074 	 Train images 2000 	 Round  30
Device  4 	 Train loss 3.5583 	 LR 0.0073 	 Train images 2000 	 Round  31
Device  4 	 Train loss 3.5058 	 LR 0.0072 	 Train images 2000 	 Round  32
Device  4 	 Train loss 3.4837 	 LR 0.0072 	 Train images 2000 	 Round  33
Device  4 	 Train loss 3.4068 	 LR 0.0071 	 Train images 2000 	 Round  34
Device  4 	 Train loss 3.3072 	 LR 0.0070 	 Train images 2000 	 Round  35
Device  4 	 Train loss 3.2864 	 LR 0.0070 	 Train images 2000 	 Round  36
Device  4 	 Train loss 3.2554 	 LR 0.0069 	 Train images 2000 	 Round  37
Device  4 	 Train loss 3.2109 	 LR 0.0068 	 Train images 2000 	 Round  38
Device  4 	 Train loss 3.1177 	 LR 0.0068 	 Train images 2000 	 Round  39
Device  4 	 Train loss 3.0823 	 LR 0.0067 	 Train images 2000 	 Round  40
Device  4 	 Train loss 3.0511 	 LR 0.0066 	 Train images 2000 	 Round  41
Device  4 	 Train loss 2.9848 	 LR 0.0066 	 Train images 2000 	 Round  42
Device  4 	 Train loss 2.9236 	 LR 0.0065 	 Train images 2000 	 Round  43
Device  4 	 Train loss 2.8586 	 LR 0.0064 	 Train images 2000 	 Round  44
Device  4 	 Train loss 2.8250 	 LR 0.0064 	 Train images 2000 	 Round  45
Device  4 	 Train loss 2.7571 	 LR 0.0063 	 Train images 2000 	 Round  46
Device  4 	 Train loss 2.6985 	 LR 0.0062 	 Train images 2000 	 Round  47
Device  4 	 Train loss 2.6587 	 LR 0.0062 	 Train images 2000 	 Round  48
Device  4 	 Train loss 2.5639 	 LR 0.0061 	 Train images 2000 	 Round  49
Device  4 	 Train loss 2.4885 	 LR 0.0061 	 Train images 2000 	 Round  50
Defense none on Dataset TinyImageNet.
Finished computations with time: 0:29:15.613614

