Namespace(seed=42, output_dir='./logs', demo=False, pretrained=True, train_lr=0.01, root='/home/lgd/Desktop/SNNFL/datasets', dataset='TinyImageNet', num_workers=2, batch_size=64, num_sen=64, defense='none', attack='gs', percent_num=70, layer_num=6, noise_name='Gaussian', loc=0.0, scale=0.01, per_adv=1, dcs_iter=1000, dcs_lr=0.1, lambda_xsim=0.01, lambda_zsim=0.01, epsilon=0.01, early_stop=True, xsim_thr=150.0, lambda_y=0.7, project=True, startpoint='none', mixup=True, precode_size=256, beta=0.001, aug_list='21-13-3+7-4-15', method='iid', TotalDevNum=10, DevNum=2, n_data=2000, Pro_dev=5, device_id=-1)
Currently evaluating -------------------------------:
CPUs: 24, GPUs: 1 on ubuntu.
GPU : NVIDIA GeForce RTX 4090
Namespace(seed=42, output_dir='./logs', demo=False, pretrained=True, train_lr=0.01, root='/home/lgd/Desktop/SNNFL/datasets', dataset='TinyImageNet', num_workers=2, batch_size=32, num_sen=64, defense='none', attack='gs', percent_num=70, layer_num=6, noise_name='Gaussian', loc=0.0, scale=0.01, per_adv=1, dcs_iter=1000, dcs_lr=0.1, lambda_xsim=0.01, lambda_zsim=0.01, epsilon=0.01, early_stop=True, xsim_thr=150.0, lambda_y=0.7, project=True, startpoint='none', mixup=True, precode_size=256, beta=0.001, aug_list='21-13-3+7-4-15', method='iid', TotalDevNum=10, DevNum=2, n_data=2000, Pro_dev=5, device_id=-1)
Currently evaluating -------------------------------:
CPUs: 24, GPUs: 1 on ubuntu.
GPU : NVIDIA GeForce RTX 4090
Device  2 	 Train loss 5.1703 	 LR 0.0099 	 Train images 2000 	 Round   1
Device  2 	 Train loss 3.7134 	 LR 0.0098 	 Train images 2000 	 Round   2
Device  2 	 Train loss 2.7455 	 LR 0.0097 	 Train images 2000 	 Round   3
Device  2 	 Train loss 2.1774 	 LR 0.0096 	 Train images 2000 	 Round   4
Device  2 	 Train loss 1.8207 	 LR 0.0095 	 Train images 2000 	 Round   5
Device  2 	 Train loss 1.5713 	 LR 0.0094 	 Train images 2000 	 Round   6
Device  2 	 Train loss 1.3271 	 LR 0.0093 	 Train images 2000 	 Round   7
Device  2 	 Train loss 1.1434 	 LR 0.0092 	 Train images 2000 	 Round   8
Device  2 	 Train loss 1.0045 	 LR 0.0091 	 Train images 2000 	 Round   9
Device  2 	 Train loss 0.8223 	 LR 0.0090 	 Train images 2000 	 Round  10
Device  2 	 Train loss 0.6553 	 LR 0.0090 	 Train images 2000 	 Round  11
Device  2 	 Train loss 0.5602 	 LR 0.0089 	 Train images 2000 	 Round  12
Device  2 	 Train loss 0.4338 	 LR 0.0088 	 Train images 2000 	 Round  13
Device  2 	 Train loss 0.3483 	 LR 0.0087 	 Train images 2000 	 Round  14
Device  2 	 Train loss 0.2489 	 LR 0.0086 	 Train images 2000 	 Round  15
Device  2 	 Train loss 0.1791 	 LR 0.0085 	 Train images 2000 	 Round  16
Device  2 	 Train loss 0.1344 	 LR 0.0084 	 Train images 2000 	 Round  17
Device  2 	 Train loss 0.1040 	 LR 0.0083 	 Train images 2000 	 Round  18
Device  2 	 Train loss 0.0782 	 LR 0.0083 	 Train images 2000 	 Round  19
Device  2 	 Train loss 0.0639 	 LR 0.0082 	 Train images 2000 	 Round  20
Device  2 	 Train loss 0.0547 	 LR 0.0081 	 Train images 2000 	 Round  21
Device  2 	 Train loss 0.0460 	 LR 0.0080 	 Train images 2000 	 Round  22
Device  2 	 Train loss 0.0436 	 LR 0.0079 	 Train images 2000 	 Round  23
Device  2 	 Train loss 0.0363 	 LR 0.0079 	 Train images 2000 	 Round  24
Device  2 	 Train loss 0.0340 	 LR 0.0078 	 Train images 2000 	 Round  25
Device  2 	 Train loss 0.0280 	 LR 0.0077 	 Train images 2000 	 Round  26
Device  2 	 Train loss 0.0269 	 LR 0.0076 	 Train images 2000 	 Round  27
Device  2 	 Train loss 0.0253 	 LR 0.0075 	 Train images 2000 	 Round  28
Device  2 	 Train loss 0.0243 	 LR 0.0075 	 Train images 2000 	 Round  29
Device  2 	 Train loss 0.0221 	 LR 0.0074 	 Train images 2000 	 Round  30
Device  2 	 Train loss 0.0215 	 LR 0.0073 	 Train images 2000 	 Round  31
Device  2 	 Train loss 0.0197 	 LR 0.0072 	 Train images 2000 	 Round  32
Device  2 	 Train loss 0.0216 	 LR 0.0072 	 Train images 2000 	 Round  33
Device  2 	 Train loss 0.0174 	 LR 0.0071 	 Train images 2000 	 Round  34
Device  2 	 Train loss 0.0175 	 LR 0.0070 	 Train images 2000 	 Round  35
Device  2 	 Train loss 0.0157 	 LR 0.0070 	 Train images 2000 	 Round  36
Device  2 	 Train loss 0.0179 	 LR 0.0069 	 Train images 2000 	 Round  37
Device  2 	 Train loss 0.0150 	 LR 0.0068 	 Train images 2000 	 Round  38
