Namespace(seed=42, output_dir='./logs', demo=False, pretrained=False, train_lr=0.01, root='/home/lgd/Desktop/SNNFL/datasets', dataset='CIFAR100', num_workers=2, batch_size=64, num_sen=64, defense='none', attack='gs', percent_num=70, layer_num=6, noise_name='Gaussian', loc=0.0, scale=0.01, per_adv=1, dcs_iter=1000, dcs_lr=0.1, lambda_xsim=0.01, lambda_zsim=0.01, epsilon=0.01, early_stop=True, xsim_thr=500.0, lambda_y=0.7, project=True, startpoint='none', mixup=False, precode_size=256, beta=0.001, aug_list='21-13-3+7-4-15', method='iid', TotalDevNum=10, DevNum=5, n_data=2000, Pro_dev=5, device_id=-1)
Currently evaluating -------------------------------:
CPUs: 24, GPUs: 1 on ubuntu.
GPU : NVIDIA GeForce RTX 4090
Device  5 	 Train loss 4.7700 	 LR 0.0099 	 Train images 1250 	 Round   1
Device  5 	 Train loss 4.3655 	 LR 0.0098 	 Train images 1250 	 Round   2
Device  5 	 Train loss 4.0624 	 LR 0.0097 	 Train images 1250 	 Round   3
Device  5 	 Train loss 3.9103 	 LR 0.0096 	 Train images 1250 	 Round   4
Device  5 	 Train loss 3.7820 	 LR 0.0095 	 Train images 1250 	 Round   5
Device  5 	 Train loss 3.6247 	 LR 0.0094 	 Train images 1250 	 Round   6
Device  5 	 Train loss 3.4406 	 LR 0.0093 	 Train images 1250 	 Round   7
Device  5 	 Train loss 3.3000 	 LR 0.0092 	 Train images 1250 	 Round   8
Device  5 	 Train loss 3.1951 	 LR 0.0091 	 Train images 1250 	 Round   9
Device  5 	 Train loss 3.0646 	 LR 0.0090 	 Train images 1250 	 Round  10
Device  5 	 Train loss 2.8789 	 LR 0.0090 	 Train images 1250 	 Round  11
Device  5 	 Train loss 2.8271 	 LR 0.0089 	 Train images 1250 	 Round  12
Device  5 	 Train loss 2.7260 	 LR 0.0088 	 Train images 1250 	 Round  13
Device  5 	 Train loss 2.5891 	 LR 0.0087 	 Train images 1250 	 Round  14
Device  5 	 Train loss 2.4652 	 LR 0.0086 	 Train images 1250 	 Round  15
Device  5 	 Train loss 2.3637 	 LR 0.0085 	 Train images 1250 	 Round  16
Device  5 	 Train loss 2.2971 	 LR 0.0084 	 Train images 1250 	 Round  17
Device  5 	 Train loss 2.2034 	 LR 0.0083 	 Train images 1250 	 Round  18
Device  5 	 Train loss 2.0842 	 LR 0.0083 	 Train images 1250 	 Round  19
Device  5 	 Train loss 2.0153 	 LR 0.0082 	 Train images 1250 	 Round  20
Device  5 	 Train loss 1.9631 	 LR 0.0081 	 Train images 1250 	 Round  21
Device  5 	 Train loss 1.8802 	 LR 0.0080 	 Train images 1250 	 Round  22
Device  5 	 Train loss 1.7641 	 LR 0.0079 	 Train images 1250 	 Round  23
Device  5 	 Train loss 1.6518 	 LR 0.0079 	 Train images 1250 	 Round  24
Device  5 	 Train loss 1.6657 	 LR 0.0078 	 Train images 1250 	 Round  25
Device  5 	 Train loss 1.5483 	 LR 0.0077 	 Train images 1250 	 Round  26
Device  5 	 Train loss 1.4958 	 LR 0.0076 	 Train images 1250 	 Round  27
Device  5 	 Train loss 1.4711 	 LR 0.0075 	 Train images 1250 	 Round  28
Device  5 	 Train loss 1.3719 	 LR 0.0075 	 Train images 1250 	 Round  29
Device  5 	 Train loss 1.1131 	 LR 0.0010 	 Train images 1250 	 Round  30
Defense none on Dataset CIFAR100.
Finished computations with time: 0:04:03.701824

Namespace(seed=42, output_dir='./logs', demo=False, pretrained=False, train_lr=0.01, root='/home/lgd/Desktop/SNNFL/datasets', dataset='CIFAR100', num_workers=2, batch_size=64, num_sen=64, defense='none', attack='gs', percent_num=70, layer_num=6, noise_name='Gaussian', loc=0.0, scale=0.01, per_adv=1, dcs_iter=1000, dcs_lr=0.1, lambda_xsim=0.01, lambda_zsim=0.01, epsilon=0.01, early_stop=True, xsim_thr=500.0, lambda_y=0.7, project=True, startpoint='none', mixup=False, precode_size=256, beta=0.001, aug_list='21-13-3+7-4-15', method='iid', TotalDevNum=10, DevNum=5, n_data=2000, Pro_dev=5, device_id=-1)
Currently evaluating -------------------------------:
CPUs: 24, GPUs: 1 on ubuntu.
GPU : NVIDIA GeForce RTX 4090
Device  5 	 Train loss 4.7012 	 LR 0.0099 	 Train images 1250 	 Round   1
Device  5 	 Train loss 4.5814 	 LR 0.0098 	 Train images 1250 	 Round   2
Device  5 	 Train loss 4.4547 	 LR 0.0097 	 Train images 1250 	 Round   3
Device  5 	 Train loss 4.3325 	 LR 0.0096 	 Train images 1250 	 Round   4
Device  5 	 Train loss 4.2650 	 LR 0.0095 	 Train images 1250 	 Round   5
Device  5 	 Train loss 4.1912 	 LR 0.0094 	 Train images 1250 	 Round   6
Device  5 	 Train loss 4.0916 	 LR 0.0093 	 Train images 1250 	 Round   7
Device  5 	 Train loss 4.0261 	 LR 0.0092 	 Train images 1250 	 Round   8
Device  5 	 Train loss 3.9862 	 LR 0.0091 	 Train images 1250 	 Round   9
Device  5 	 Train loss 3.9314 	 LR 0.0090 	 Train images 1250 	 Round  10
Device  5 	 Train loss 3.8531 	 LR 0.0090 	 Train images 1250 	 Round  11
Device  5 	 Train loss 3.8334 	 LR 0.0089 	 Train images 1250 	 Round  12
Device  5 	 Train loss 3.7531 	 LR 0.0088 	 Train images 1250 	 Round  13
Device  5 	 Train loss 3.6996 	 LR 0.0087 	 Train images 1250 	 Round  14
Device  5 	 Train loss 3.6897 	 LR 0.0086 	 Train images 1250 	 Round  15
Device  5 	 Train loss 3.6136 	 LR 0.0085 	 Train images 1250 	 Round  16
Device  5 	 Train loss 3.5799 	 LR 0.0084 	 Train images 1250 	 Round  17
Device  5 	 Train loss 3.5656 	 LR 0.0083 	 Train images 1250 	 Round  18
Device  5 	 Train loss 3.4914 	 LR 0.0083 	 Train images 1250 	 Round  19
Device  5 	 Train loss 3.4512 	 LR 0.0082 	 Train images 1250 	 Round  20
Device  5 	 Train loss 3.4107 	 LR 0.0081 	 Train images 1250 	 Round  21
Device  5 	 Train loss 3.3907 	 LR 0.0080 	 Train images 1250 	 Round  22
Device  5 	 Train loss 3.3394 	 LR 0.0079 	 Train images 1250 	 Round  23
Device  5 	 Train loss 3.2773 	 LR 0.0079 	 Train images 1250 	 Round  24
Device  5 	 Train loss 3.2755 	 LR 0.0078 	 Train images 1250 	 Round  25
Device  5 	 Train loss 3.1981 	 LR 0.0077 	 Train images 1250 	 Round  26
Device  5 	 Train loss 3.1860 	 LR 0.0076 	 Train images 1250 	 Round  27
Device  5 	 Train loss 3.1633 	 LR 0.0075 	 Train images 1250 	 Round  28
Device  5 	 Train loss 3.1218 	 LR 0.0075 	 Train images 1250 	 Round  29
Device  5 	 Train loss 2.9213 	 LR 0.0010 	 Train images 1250 	 Round  30
Defense none on Dataset CIFAR100.
Finished computations with time: 0:04:02.212626

Namespace(seed=42, output_dir='./logs', demo=False, pretrained=False, train_lr=0.01, root='/home/lgd/Desktop/SNNFL/datasets', dataset='CIFAR100', num_workers=2, batch_size=64, num_sen=64, defense='none', attack='gs', percent_num=70, layer_num=6, noise_name='Gaussian', loc=0.0, scale=0.01, per_adv=1, dcs_iter=1000, dcs_lr=0.1, lambda_xsim=0.01, lambda_zsim=0.01, epsilon=0.01, early_stop=True, xsim_thr=500.0, lambda_y=0.7, project=True, startpoint='none', mixup=False, precode_size=256, beta=0.001, aug_list='21-13-3+7-4-15', method='iid', TotalDevNum=10, DevNum=5, n_data=2000, Pro_dev=5, device_id=-1)
Currently evaluating -------------------------------:
CPUs: 24, GPUs: 1 on ubuntu.
GPU : NVIDIA GeForce RTX 4090
Device  5 	 Train loss 4.7012 	 LR 0.0099 	 Train images 1250 	 Round   1
Device  5 	 Train loss 4.5820 	 LR 0.0098 	 Train images 1250 	 Round   2
Device  5 	 Train loss 4.4526 	 LR 0.0097 	 Train images 1250 	 Round   3
Device  5 	 Train loss 4.3320 	 LR 0.0096 	 Train images 1250 	 Round   4
Device  5 	 Train loss 4.2648 	 LR 0.0095 	 Train images 1250 	 Round   5
Device  5 	 Train loss 4.1915 	 LR 0.0094 	 Train images 1250 	 Round   6
Device  5 	 Train loss 4.0922 	 LR 0.0093 	 Train images 1250 	 Round   7
Device  5 	 Train loss 4.0288 	 LR 0.0092 	 Train images 1250 	 Round   8
Device  5 	 Train loss 3.9855 	 LR 0.0091 	 Train images 1250 	 Round   9
Device  5 	 Train loss 3.9225 	 LR 0.0090 	 Train images 1250 	 Round  10
Device  5 	 Train loss 3.8569 	 LR 0.0090 	 Train images 1250 	 Round  11
Device  5 	 Train loss 3.8378 	 LR 0.0089 	 Train images 1250 	 Round  12
Device  5 	 Train loss 3.7430 	 LR 0.0088 	 Train images 1250 	 Round  13
Device  5 	 Train loss 3.6959 	 LR 0.0087 	 Train images 1250 	 Round  14
Device  5 	 Train loss 3.6775 	 LR 0.0086 	 Train images 1250 	 Round  15
Device  5 	 Train loss 3.6074 	 LR 0.0085 	 Train images 1250 	 Round  16
Device  5 	 Train loss 3.5670 	 LR 0.0084 	 Train images 1250 	 Round  17
Device  5 	 Train loss 3.5639 	 LR 0.0083 	 Train images 1250 	 Round  18
Device  5 	 Train loss 3.4845 	 LR 0.0083 	 Train images 1250 	 Round  19
Device  5 	 Train loss 3.4456 	 LR 0.0082 	 Train images 1250 	 Round  20
Device  5 	 Train loss 3.4110 	 LR 0.0081 	 Train images 1250 	 Round  21
Device  5 	 Train loss 3.3874 	 LR 0.0080 	 Train images 1250 	 Round  22
Device  5 	 Train loss 3.3346 	 LR 0.0079 	 Train images 1250 	 Round  23
Device  5 	 Train loss 3.2737 	 LR 0.0079 	 Train images 1250 	 Round  24
Device  5 	 Train loss 3.2658 	 LR 0.0078 	 Train images 1250 	 Round  25
Device  5 	 Train loss 3.1949 	 LR 0.0077 	 Train images 1250 	 Round  26
Device  5 	 Train loss 3.1707 	 LR 0.0076 	 Train images 1250 	 Round  27
Device  5 	 Train loss 3.1497 	 LR 0.0075 	 Train images 1250 	 Round  28
Device  5 	 Train loss 3.0995 	 LR 0.0075 	 Train images 1250 	 Round  29
Device  5 	 Train loss 2.9174 	 LR 0.0010 	 Train images 1250 	 Round  30
Device  5 	 Train loss 2.8678 	 LR 0.0010 	 Train images 1250 	 Round  31
Device  5 	 Train loss 2.8539 	 LR 0.0010 	 Train images 1250 	 Round  32
Device  5 	 Train loss 2.8445 	 LR 0.0010 	 Train images 1250 	 Round  33
Device  5 	 Train loss 2.8202 	 LR 0.0010 	 Train images 1250 	 Round  34
Device  5 	 Train loss 2.8207 	 LR 0.0010 	 Train images 1250 	 Round  35
Device  5 	 Train loss 2.8172 	 LR 0.0009 	 Train images 1250 	 Round  36
Device  5 	 Train loss 2.7968 	 LR 0.0009 	 Train images 1250 	 Round  37
Device  5 	 Train loss 2.7743 	 LR 0.0009 	 Train images 1250 	 Round  38
Device  5 	 Train loss 2.7663 	 LR 0.0009 	 Train images 1250 	 Round  39
Device  5 	 Train loss 2.7685 	 LR 0.0009 	 Train images 1250 	 Round  40
Device  5 	 Train loss 2.7609 	 LR 0.0009 	 Train images 1250 	 Round  41
Device  5 	 Train loss 2.7396 	 LR 0.0009 	 Train images 1250 	 Round  42
Device  5 	 Train loss 2.7429 	 LR 0.0009 	 Train images 1250 	 Round  43
Device  5 	 Train loss 2.7432 	 LR 0.0009 	 Train images 1250 	 Round  44
Device  5 	 Train loss 2.7096 	 LR 0.0009 	 Train images 1250 	 Round  45
Device  5 	 Train loss 2.7063 	 LR 0.0009 	 Train images 1250 	 Round  46
Device  5 	 Train loss 2.6956 	 LR 0.0008 	 Train images 1250 	 Round  47
Device  5 	 Train loss 2.6849 	 LR 0.0008 	 Train images 1250 	 Round  48
Device  5 	 Train loss 2.6728 	 LR 0.0008 	 Train images 1250 	 Round  49
Device  5 	 Train loss 2.6596 	 LR 0.0008 	 Train images 1250 	 Round  50
Defense none on Dataset CIFAR100.
Finished computations with time: 0:06:26.340137

Namespace(seed=42, output_dir='./logs', demo=False, pretrained=False, train_lr=0.01, root='/home/lgd/Desktop/SNNFL/datasets', dataset='CIFAR100', num_workers=2, batch_size=64, num_sen=64, defense='none', attack='gs', percent_num=70, layer_num=6, noise_name='Gaussian', loc=0.0, scale=0.01, per_adv=1, dcs_iter=1000, dcs_lr=0.1, lambda_xsim=0.01, lambda_zsim=0.01, epsilon=0.01, early_stop=True, xsim_thr=500.0, lambda_y=0.7, project=True, startpoint='none', mixup=False, precode_size=256, beta=0.001, aug_list='21-13-3+7-4-15', method='iid', TotalDevNum=10, DevNum=5, n_data=2000, Pro_dev=5, device_id=-1)
Currently evaluating -------------------------------:
CPUs: 24, GPUs: 1 on ubuntu.
